,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_28,37.8,28.2,28.1,21.0,95.7,38.7,14.2,99.9,39.6,21.7,97.1,39.6,13.9,71.5,48.8
angles for frame_29,39.9,31.6,33.7,16.5,111.6,39.2,10.6,116.0,40.1,20.9,113.8,40.6,19.1,88.1,53.0
angles for frame_30,38.3,34.5,34.0,16.9,118.4,36.1,14.8,120.8,40.6,23.1,119.9,39.4,28.0,102.9,53.3
angles for frame_31,40.2,36.0,38.4,20.5,119.4,34.8,16.3,119.9,41.4,24.9,117.8,41.4,30.8,101.0,54.9
angles for frame_32,38.8,37.1,41.4,20.2,123.4,29.7,16.5,121.9,38.4,24.4,120.6,38.7,33.6,106.9,49.7
angles for frame_33,39.6,36.1,39.0,19.2,124.7,29.4,17.7,122.8,38.2,26.1,120.4,39.3,35.5,104.3,50.9
angles for frame_34,42.2,38.8,43.2,20.6,116.9,35.2,17.3,117.3,41.4,27.7,114.4,43.1,37.3,94.9,57.3
angles for frame_35,42.1,39.5,42.7,17.1,126.3,34.6,17.9,121.4,41.4,28.9,118.8,43.0,42.1,97.5,58.3
angles for frame_36,41.1,38.3,37.5,13.4,127.1,36.0,20.7,123.6,41.1,32.2,119.2,43.0,47.4,99.5,55.9
angles for frame_37,39.8,40.9,41.6,13.1,133.8,33.3,23.2,125.9,39.3,36.5,119.1,42.0,53.7,98.2,53.5
angles for frame_38,38.2,41.6,35.6,16.8,131.1,31.5,23.0,123.7,36.4,38.5,114.6,39.6,55.9,93.8,51.0
angles for frame_39,38.9,43.8,37.8,17.2,141.5,25.7,25.5,128.6,31.7,42.0,117.7,36.7,62.1,100.0,40.2
angles for frame_40,39.4,45.7,36.1,13.8,143.9,24.8,26.1,126.4,31.5,44.7,113.8,37.5,67.0,97.2,39.3
angles for frame_41,37.1,46.2,43.0,13.3,143.6,25.8,30.1,124.1,33.7,52.0,108.1,40.3,69.8,96.7,36.7
angles for frame_42,38.2,47.0,51.7,21.7,132.3,33.2,40.0,115.2,35.5,62.7,100.3,39.9,76.4,92.3,35.6
angles for frame_43,37.9,49.3,57.6,25.3,131.9,34.9,46.3,113.6,38.7,71.4,96.2,42.1,82.6,91.5,34.7
angles for frame_44,37.8,48.9,56.0,32.6,122.3,36.7,53.4,105.9,43.0,77.0,89.3,46.9,84.6,87.2,37.0
angles for frame_45,37.2,47.5,56.4,33.4,121.7,36.5,57.4,101.4,46.2,78.3,86.2,49.1,85.1,84.8,37.2
angles for frame_46,37.3,48.6,68.6,38.1,116.1,37.6,64.1,94.8,48.2,83.7,81.1,50.2,88.0,81.8,36.8
angles for frame_47,37.0,45.4,72.4,36.0,120.0,37.8,60.4,100.0,46.4,77.9,86.6,49.0,83.7,86.1,36.6
angles for frame_48,37.8,47.5,71.6,39.2,118.5,38.7,64.1,99.0,47.5,80.9,85.3,50.9,85.5,86.1,36.6
angles for frame_49,36.6,46.4,75.6,39.1,118.6,40.0,62.5,98.8,48.4,78.5,86.9,51.2,83.7,85.8,39.2
angles for frame_50,36.3,46.1,77.5,42.2,117.9,42.7,63.8,100.0,50.1,80.6,85.8,54.5,84.9,86.9,40.3
angles for frame_51,37.7,46.5,75.8,42.7,119.7,44.3,64.5,100.6,52.6,80.1,86.5,57.8,84.4,87.4,44.0
angles for frame_52,37.0,47.7,73.1,42.7,119.1,45.3,64.2,100.1,52.4,81.5,85.5,58.0,85.7,88.0,43.6
angles for frame_53,38.2,47.2,73.2,43.0,118.7,45.5,64.3,99.2,53.1,81.3,85.2,57.3,84.5,88.4,43.2
angles for frame_54,39.9,48.7,70.6,43.3,116.7,45.9,65.0,97.8,53.3,81.7,83.7,58.6,84.5,87.6,43.3
angles for frame_55,38.8,48.0,71.7,41.3,118.1,43.3,63.4,99.1,50.9,81.9,82.6,56.5,84.5,86.1,41.1
angles for frame_56,39.3,48.9,63.1,38.0,120.0,42.4,63.1,99.3,51.4,81.8,81.3,58.0,85.1,84.6,41.2
angles for frame_57,39.7,47.9,68.3,36.6,121.0,41.3,60.3,100.6,50.2,81.0,83.8,54.1,85.1,86.8,38.6
angles for frame_58,38.7,47.3,62.9,31.4,125.0,37.6,56.0,104.0,45.6,79.3,86.8,48.4,85.4,88.2,36.8
angles for frame_59,41.2,46.0,57.9,29.0,122.6,34.9,52.2,104.0,42.1,74.5,90.4,43.0,82.0,88.2,35.9
angles for frame_60,40.9,42.6,53.1,28.7,120.9,34.6,50.6,104.4,40.5,70.5,93.7,40.4,79.7,88.7,35.5
angles for frame_61,39.9,43.7,55.9,29.6,120.0,36.6,48.2,106.6,42.0,64.2,98.2,42.3,74.3,91.3,39.5
angles for frame_62,40.0,41.2,51.6,25.8,119.3,33.3,38.6,109.9,36.8,56.2,100.1,41.1,70.2,87.3,42.2
angles for frame_63,35.5,42.0,43.0,19.4,128.6,29.0,30.3,116.0,36.2,48.7,104.5,41.1,64.6,89.7,43.2
angles for frame_64,32.1,38.6,35.1,21.1,125.3,26.4,26.5,116.8,34.0,43.0,106.6,38.1,60.3,88.6,44.2
angles for frame_65,33.6,37.0,30.0,18.1,129.2,28.2,20.0,121.1,35.1,36.6,110.9,39.8,53.2,92.3,47.0
angles for frame_66,32.6,36.7,30.9,23.3,118.5,26.6,20.8,118.1,31.6,35.1,109.9,36.3,50.6,89.8,45.4
angles for frame_67,32.9,34.4,24.8,26.3,108.5,25.9,20.3,112.5,31.6,31.9,107.3,36.1,44.1,86.6,48.1
angles for frame_68,32.7,32.5,21.8,28.0,104.8,25.0,18.9,112.0,29.8,29.4,106.7,34.0,38.5,86.5,45.6
angles for frame_69,33.7,31.3,20.3,26.6,101.6,28.4,16.7,110.4,29.9,24.9,104.4,35.7,34.4,87.5,46.2
angles for frame_70,33.2,28.7,18.7,25.1,103.2,31.5,15.3,109.7,34.3,22.5,107.6,37.7,28.0,93.9,46.3
angles for frame_71,34.9,25.7,16.2,24.1,83.5,39.3,13.0,95.7,38.2,19.3,99.5,39.3,23.8,88.9,49.5
angles for frame_72,34.6,24.9,13.6,23.9,73.3,43.7,14.5,86.8,39.1,21.0,93.2,37.0,21.3,87.5,46.3
angles for frame_73,34.8,26.0,13.5,24.2,62.3,49.9,14.7,74.8,38.5,19.3,83.0,34.6,20.3,75.8,44.6
angles for frame_74,34.4,25.1,11.2,24.7,55.6,46.0,15.2,67.1,37.9,19.5,74.9,33.4,19.7,66.4,41.9
angles for frame_75,34.8,25.8,9.2,23.1,42.6,34.5,13.3,53.3,37.6,16.5,58.2,33.0,15.0,55.7,39.9
angles for frame_76,33.5,24.5,9.0,18.6,36.9,33.5,11.0,39.0,38.7,13.6,44.2,36.8,14.3,44.2,41.1
angles for frame_77,36.3,24.1,9.2,17.2,29.3,27.6,8.2,26.8,27.3,13.0,31.9,34.0,9.7,30.7,34.5
angles for frame_78,36.7,25.2,4.9,12.9,11.3,10.1,5.9,14.4,16.7,9.3,18.3,24.6,7.1,19.7,23.9
angles for frame_79,37.3,24.3,3.1,10.7,3.0,1.1,6.5,5.8,3.9,6.9,15.0,11.6,6.2,6.9,8.3
angles for frame_80,37.2,20.4,2.1,6.7,0.3,1.7,4.4,3.9,1.0,6.6,13.7,6.9,9.4,5.3,4.5
angles for frame_81,35.7,21.0,1.4,6.6,1.1,4.0,5.6,2.5,2.5,6.5,10.2,3.4,11.4,5.7,4.8
angles for frame_82,33.5,21.1,0.8,7.5,0.6,4.2,6.5,1.7,2.2,5.9,8.2,2.6,11.6,5.8,5.6
angles for frame_83,34.2,18.5,1.1,7.5,0.3,3.1,7.2,3.4,1.8,5.1,10.9,2.2,16.5,5.3,6.4
angles for frame_84,34.4,16.9,0.6,9.1,0.9,4.4,8.3,3.9,2.2,5.4,12.3,1.1,18.0,7.3,6.6
angles for frame_85,33.4,15.0,3.0,5.2,1.5,5.5,6.4,3.7,3.7,5.4,10.6,2.0,16.8,6.4,6.4
angles for frame_86,31.4,14.5,2.0,6.1,0.7,5.6,6.4,3.0,4.3,4.9,11.0,2.1,18.5,9.0,6.0
angles for frame_87,32.8,13.0,2.7,6.3,1.0,5.0,6.3,3.9,3.9,5.6,11.2,2.0,19.8,6.2,6.2
angles for frame_88,32.2,12.0,2.6,6.5,1.5,5.3,6.7,5.0,4.9,5.2,12.6,2.1,19.4,8.1,6.2
angles for frame_89,31.9,12.7,3.5,7.3,0.9,4.7,7.3,4.5,4.6,4.9,11.4,1.7,18.7,7.3,5.7
angles for frame_90,30.0,13.0,2.7,7.7,2.6,5.6,6.6,4.7,6.3,6.1,12.9,2.5,20.7,7.3,6.5
angles for frame_91,29.7,12.2,4.5,6.5,3.6,5.8,6.2,5.5,5.2,6.0,12.9,2.1,18.5,8.9,5.8
angles for frame_92,26.1,11.9,3.6,8.8,2.3,6.7,7.7,4.4,5.2,4.1,12.7,0.3,17.0,8.0,4.0
angles for frame_93,27.7,10.7,4.3,8.2,3.1,5.9,7.0,4.1,4.6,3.7,11.6,0.8,16.7,6.6,3.8
angles for frame_94,28.4,10.5,4.6,8.6,2.4,7.0,7.7,4.5,5.2,4.7,13.0,0.6,16.6,9.6,3.8
angles for frame_95,29.6,10.8,3.8,5.8,2.8,6.1,6.7,4.7,5.2,6.3,12.2,1.6,16.3,8.8,5.5
angles for frame_96,29.0,11.0,3.2,6.4,2.8,5.8,7.4,4.5,4.7,7.1,11.8,1.6,16.8,8.3,5.8
angles for frame_97,29.3,10.9,3.8,4.9,2.4,4.7,6.5,3.8,5.6,6.2,10.3,2.0,16.8,6.3,5.7
angles for frame_98,30.7,10.2,3.7,5.7,2.0,4.1,6.6,3.9,4.2,6.0,10.2,2.1,16.8,4.9,5.8
angles for frame_99,29.5,11.6,3.7,6.2,3.5,5.9,7.2,4.8,5.1,5.0,12.6,0.4,16.4,8.4,4.4
angles for frame_100,28.3,12.2,3.1,5.7,3.3,5.8,7.0,4.5,5.4,5.7,11.4,1.1,16.7,8.0,5.0
angles for frame_101,28.3,11.7,3.7,5.0,2.2,5.7,7.4,4.2,5.1,5.1,11.4,0.7,15.8,7.1,4.5
angles for frame_102,27.4,10.5,4.4,7.4,2.4,7.4,8.3,5.0,5.2,4.2,12.4,0.6,15.2,8.2,3.2
angles for frame_103,26.8,10.3,4.5,7.5,2.1,6.9,8.1,4.0,4.5,4.3,11.1,0.7,15.1,6.5,3.3
angles for frame_104,28.0,11.2,4.8,5.2,2.3,5.7,7.9,4.4,5.2,4.9,11.0,0.4,14.2,6.2,3.8
angles for frame_105,29.6,12.0,2.8,6.0,3.3,4.7,7.2,3.9,5.5,7.7,10.8,1.5,16.1,5.4,5.8
angles for frame_106,30.9,10.9,3.4,5.5,2.1,3.5,6.8,4.4,3.6,5.7,12.0,0.6,18.1,6.1,5.3
angles for frame_107,29.9,13.1,2.5,4.1,2.5,4.6,6.2,4.4,4.8,5.2,11.6,0.9,18.3,7.8,5.3
angles for frame_108,31.1,14.2,1.2,5.9,3.7,3.8,7.0,5.7,6.1,4.3,14.7,0.8,19.3,8.6,4.4
angles for frame_109,31.8,15.4,0.8,5.1,3.1,3.0,6.1,3.0,4.2,6.0,10.8,1.4,18.2,6.9,5.8
angles for frame_110,34.0,15.1,1.4,5.8,4.5,3.2,5.8,6.2,3.4,6.7,15.3,1.7,19.4,8.5,5.5
angles for frame_111,35.1,16.1,2.5,6.2,4.6,3.9,6.5,8.0,5.2,5.2,18.3,6.3,22.0,8.3,6.3
angles for frame_112,35.7,16.3,3.3,6.3,3.3,2.1,6.3,9.2,8.0,5.2,18.5,9.5,20.7,7.2,7.1
angles for frame_113,36.0,18.4,3.0,5.5,3.3,1.4,5.5,11.5,14.4,6.2,20.9,14.6,18.4,6.2,7.3
angles for frame_114,36.5,19.9,4.5,6.7,4.2,4.0,5.5,13.5,23.5,6.5,23.1,22.8,14.6,5.0,8.5
angles for frame_115,34.7,20.4,7.6,7.4,9.4,26.1,6.0,18.0,42.0,6.1,24.9,35.5,12.8,4.0,13.2
angles for frame_116,34.5,22.7,7.3,8.9,9.2,35.3,6.6,21.7,51.1,6.8,31.4,38.8,11.5,15.8,20.4
angles for frame_117,34.5,23.2,9.9,13.9,31.3,44.7,9.1,34.7,58.8,7.3,43.1,47.3,7.2,27.5,36.1
angles for frame_118,33.9,25.1,13.1,18.9,48.7,52.9,11.4,48.2,56.4,11.1,51.9,46.3,6.1,44.0,48.3
angles for frame_119,33.2,25.6,20.3,19.7,68.3,56.6,11.9,62.1,52.2,14.3,64.0,43.6,4.8,60.1,50.4
angles for frame_120,35.8,28.1,22.1,13.9,67.0,72.0,7.0,72.4,57.8,11.2,75.0,45.0,7.9,70.6,52.0
angles for frame_121,36.1,29.8,23.2,13.6,74.8,70.5,5.6,82.5,55.1,12.6,85.5,44.8,11.9,79.0,51.1
angles for frame_122,35.9,29.8,26.3,13.1,82.7,66.2,6.3,99.9,49.5,13.6,107.2,41.9,17.0,102.3,46.3
angles for frame_123,36.0,31.4,27.7,15.4,97.1,54.0,8.2,116.2,39.6,13.9,115.6,39.9,17.9,106.4,45.1
angles for frame_124,35.3,34.6,31.6,15.0,96.1,48.8,6.7,118.4,36.8,17.5,116.2,38.1,20.9,103.9,47.5
angles for frame_125,38.4,35.0,36.1,17.1,116.6,36.1,9.3,124.2,33.4,18.7,120.0,37.7,24.6,107.9,44.5
angles for frame_126,38.3,35.7,36.4,18.1,116.3,33.3,11.0,121.8,33.1,19.9,118.8,37.4,26.8,103.9,47.0
angles for frame_127,39.0,38.3,37.2,20.1,109.9,33.0,11.7,119.1,32.2,20.3,115.7,36.9,29.4,97.2,48.8
angles for frame_128,38.9,40.9,35.4,19.7,119.0,31.8,15.0,122.1,33.4,25.0,119.4,37.1,38.2,97.9,50.7
angles for frame_129,37.8,41.3,39.3,21.4,116.1,28.5,16.7,122.8,29.5,26.7,119.6,33.0,39.3,96.8,46.7
angles for frame_130,38.7,41.2,41.3,14.5,134.0,26.8,17.0,126.0,33.5,28.6,122.5,37.4,46.0,101.9,46.4
angles for frame_131,39.5,43.1,40.7,17.0,126.6,28.5,19.4,123.6,31.8,30.9,119.3,35.7,50.9,94.0,46.7
angles for frame_132,38.6,41.7,40.0,18.6,122.9,27.8,23.9,118.9,31.6,34.9,115.2,34.7,58.0,89.1,43.3
angles for frame_133,36.4,45.4,39.3,17.8,129.8,24.7,25.5,122.4,27.5,39.5,114.7,31.4,63.9,89.4,37.8
angles for frame_134,35.1,44.8,40.1,16.2,131.3,25.2,27.8,120.7,30.6,46.5,107.7,35.0,65.5,90.0,35.9
angles for frame_135,36.9,44.3,46.5,25.8,120.5,31.1,43.1,105.4,35.9,63.7,92.6,40.2,74.8,84.8,35.7
angles for frame_136,36.6,46.3,51.9,29.7,116.2,32.7,49.7,99.7,39.1,69.6,88.5,41.3,79.1,82.3,34.9
angles for frame_137,37.8,47.6,52.8,32.4,112.7,32.1,53.2,96.4,38.7,77.4,83.0,41.3,85.9,77.8,32.6
angles for frame_138,37.9,49.1,57.5,37.7,112.4,34.8,60.4,94.5,42.7,82.7,81.7,43.8,89.4,80.7,33.6
angles for frame_139,38.5,46.6,59.1,42.0,107.7,33.9,63.9,91.7,43.1,84.4,79.8,44.9,89.6,78.7,33.7
angles for frame_140,38.3,46.7,60.0,46.1,99.9,32.7,69.3,82.7,43.2,87.2,74.1,46.0,91.3,74.3,33.6
angles for frame_141,37.2,45.5,62.8,44.1,102.6,32.0,71.3,82.8,42.0,87.6,75.3,43.0,91.4,75.7,32.4
angles for frame_142,37.0,45.8,57.8,43.8,109.8,35.2,69.9,88.5,45.3,82.0,81.9,46.5,87.2,81.1,38.0
angles for frame_143,37.3,46.2,61.8,47.7,110.8,36.1,74.8,88.1,46.2,86.7,79.6,48.6,89.7,81.1,38.5
angles for frame_144,37.0,48.5,69.5,52.2,100.6,38.3,78.3,80.9,48.5,89.0,76.5,48.9,90.1,79.2,36.5
angles for frame_145,37.3,47.7,72.7,50.3,103.3,36.5,79.0,81.2,48.6,89.8,75.7,49.7,91.4,78.8,36.9
angles for frame_146,37.9,50.4,72.5,58.6,96.6,40.4,80.5,80.0,50.4,90.7,75.4,51.2,92.2,78.9,37.2
angles for frame_147,39.2,49.2,72.9,58.1,97.7,42.5,82.1,80.3,52.4,91.4,75.5,52.3,91.1,78.8,38.3
angles for frame_148,38.8,49.2,76.7,59.4,95.2,40.9,84.0,77.4,51.0,93.1,73.0,50.3,92.2,78.2,36.6
angles for frame_149,39.9,50.6,68.7,59.1,97.7,41.6,85.1,79.2,51.0,93.9,75.6,50.2,95.8,79.4,36.2
angles for frame_150,39.3,49.3,72.2,58.3,96.3,41.1,82.4,79.1,51.0,92.0,75.1,49.8,92.7,77.8,36.0
angles for frame_151,39.9,49.6,72.8,61.3,96.5,41.8,86.4,78.0,50.8,96.7,72.5,50.8,98.6,76.3,36.3
angles for frame_152,40.5,48.1,69.6,62.1,94.1,43.8,83.0,78.7,52.5,93.8,73.1,54.3,94.8,78.1,38.6
angles for frame_153,40.1,45.3,69.2,58.6,96.8,40.2,80.3,80.3,50.1,91.2,75.1,50.6,91.5,77.8,37.2
angles for frame_154,39.5,45.1,70.5,44.9,108.2,36.3,69.3,89.0,46.9,85.8,79.1,48.1,89.2,80.7,35.0
angles for frame_155,39.3,44.9,64.3,41.4,105.9,34.3,66.4,88.2,45.2,86.5,76.1,47.0,88.9,78.5,33.4
angles for frame_156,38.0,44.5,55.7,31.5,118.3,31.9,56.3,96.7,41.7,76.5,85.1,43.3,83.0,81.2,34.1
angles for frame_157,37.5,44.1,47.7,27.8,122.3,31.1,51.6,101.1,40.1,72.1,90.3,40.7,80.2,84.3,33.4
angles for frame_158,36.8,43.2,45.2,30.3,114.9,32.1,48.4,99.1,39.7,65.2,91.6,40.4,75.2,83.4,35.5
angles for frame_159,36.4,42.3,45.5,29.3,113.5,31.8,45.1,101.9,39.8,60.8,94.3,41.0,70.4,85.0,37.4
angles for frame_160,37.7,44.9,44.1,24.8,119.5,25.0,36.7,108.8,30.9,55.7,97.5,36.0,69.7,83.1,35.9
angles for frame_161,36.4,45.8,48.5,22.2,124.2,24.4,30.9,114.2,29.6,51.0,102.3,36.0,67.2,85.4,37.5
angles for frame_162,37.2,44.5,42.4,21.6,125.1,22.1,26.1,115.6,28.4,44.8,104.3,34.4,61.5,86.0,37.2
angles for frame_163,35.2,43.0,42.0,23.1,123.6,23.2,21.2,119.5,29.4,36.8,110.0,35.7,52.9,88.3,44.2
angles for frame_164,35.5,42.3,37.1,24.0,116.0,25.1,18.1,117.9,29.1,33.9,108.4,35.5,47.8,88.0,43.9
angles for frame_165,34.1,41.7,33.3,23.1,118.5,24.2,17.0,120.4,27.7,30.0,113.7,33.4,46.5,89.3,45.1
angles for frame_166,35.0,39.3,32.5,22.7,113.6,26.0,16.9,117.7,29.8,29.6,113.8,34.1,41.9,92.9,45.2
angles for frame_167,35.8,38.8,31.8,24.5,108.0,26.6,15.4,115.3,29.7,27.0,112.3,33.9,35.8,91.8,45.2
angles for frame_168,35.5,39.3,33.3,27.4,100.8,26.0,13.8,113.2,26.3,21.6,107.4,33.5,30.1,89.6,44.4
angles for frame_169,35.8,37.5,30.8,25.7,86.8,34.5,12.4,104.7,30.6,20.2,102.8,35.5,26.2,87.0,46.5
angles for frame_170,36.3,36.0,30.8,24.6,78.2,38.9,11.0,96.0,35.7,16.7,97.6,37.7,22.5,85.8,47.0
angles for frame_171,36.4,33.4,29.3,22.8,79.8,44.2,10.7,93.8,39.1,14.9,98.4,38.8,20.8,86.3,47.8
angles for frame_172,35.4,33.3,26.4,22.6,64.5,48.3,9.7,80.1,40.8,13.7,86.5,37.1,18.1,81.0,45.7
angles for frame_173,35.2,32.5,23.6,22.7,61.1,50.7,10.9,73.5,42.7,14.8,80.7,37.4,18.0,77.7,46.4
angles for frame_174,35.0,31.3,22.9,22.7,55.4,44.1,10.0,61.3,42.3,13.1,68.4,37.9,13.8,63.2,46.2
angles for frame_175,33.3,30.8,20.3,22.2,51.2,43.2,11.1,54.7,44.2,13.0,61.6,37.7,10.7,61.0,46.5
angles for frame_176,32.8,31.3,14.7,22.2,45.1,36.7,11.6,46.0,40.8,11.6,49.4,39.3,9.3,50.2,47.0
angles for frame_177,35.1,29.4,11.9,20.9,38.5,25.4,10.0,37.0,35.7,10.4,44.2,38.5,8.1,48.1,45.1
angles for frame_178,34.6,28.8,11.3,18.7,31.7,28.0,8.5,27.3,33.3,10.8,38.2,40.7,6.8,41.3,43.3
angles for frame_179,36.3,27.1,7.9,15.0,17.8,20.1,7.3,19.2,26.4,9.2,29.8,38.3,8.5,31.3,40.2
angles for frame_180,33.4,27.6,6.6,15.4,13.1,6.5,7.2,12.5,17.7,7.3,22.1,30.5,7.1,19.8,24.6
angles for frame_181,35.3,26.5,4.8,12.7,4.1,4.9,6.8,10.5,10.2,7.3,18.8,16.9,8.3,9.5,10.2
angles for frame_182,33.3,23.9,3.3,10.3,3.0,2.8,8.2,6.3,4.2,8.4,15.8,8.4,10.6,8.0,3.1
angles for frame_183,34.2,21.1,4.1,8.5,3.6,4.2,6.8,6.9,3.1,8.1,15.3,5.4,17.3,8.4,4.6
angles for frame_184,34.2,21.2,3.2,9.2,2.4,4.2,8.5,5.1,5.3,6.4,15.8,2.8,22.2,10.0,4.5
angles for frame_185,34.9,19.6,4.2,8.6,2.2,5.0,7.8,6.1,4.9,7.7,15.8,1.2,22.0,10.3,4.7
angles for frame_186,32.8,18.2,1.0,6.8,2.3,3.6,7.7,4.1,4.8,7.4,13.0,1.1,21.9,8.5,5.9
angles for frame_187,32.0,18.4,1.2,7.2,1.4,4.5,8.5,3.8,6.1,6.4,13.5,0.5,21.1,9.5,6.2
angles for frame_188,32.0,16.7,0.4,8.4,2.1,4.9,7.9,4.1,5.6,5.6,13.3,0.5,24.1,8.0,5.8
angles for frame_189,31.4,15.9,1.1,6.4,2.5,3.6,7.4,4.0,5.0,6.0,12.8,0.9,23.2,8.2,6.1
angles for frame_190,31.6,15.5,2.2,7.5,2.7,3.9,7.2,4.3,5.4,5.9,13.0,1.2,24.4,8.5,6.1
angles for frame_191,30.6,14.2,1.2,5.5,2.2,3.8,7.4,3.9,5.2,5.1,12.0,1.3,21.8,8.2,6.1
angles for frame_192,30.6,14.2,1.3,6.2,2.4,4.5,7.2,4.0,5.1,6.1,11.7,2.1,22.0,7.6,6.4
angles for frame_193,32.3,12.4,1.5,5.4,1.8,3.9,6.2,3.7,6.2,6.7,11.0,2.5,24.6,5.1,6.4
angles for frame_194,31.8,12.8,1.2,6.2,1.8,4.5,6.2,4.1,5.6,5.9,11.8,2.6,25.8,6.3,6.5
angles for frame_195,32.1,13.0,4.8,5.2,2.8,3.1,5.6,3.0,4.5,5.4,9.4,2.8,22.9,4.9,6.4
angles for frame_196,30.3,13.7,2.5,5.4,2.5,4.1,6.1,3.1,5.1,5.1,10.3,2.7,22.6,6.3,6.5
angles for frame_197,31.9,14.2,5.1,5.2,2.3,3.0,5.7,3.2,4.7,5.1,9.5,2.8,21.9,5.4,6.3
angles for frame_198,30.9,12.3,1.7,4.7,1.5,5.1,6.2,3.0,5.2,5.3,9.8,2.9,21.1,5.5,6.8
angles for frame_199,30.6,12.3,2.4,4.7,2.0,5.1,6.4,2.6,5.1,4.6,9.3,2.9,19.9,5.6,6.7
angles for frame_200,31.2,13.2,2.0,5.3,2.4,4.6,6.6,3.2,4.9,5.0,9.8,3.0,20.6,5.6,6.5
angles for frame_201,30.8,12.5,1.6,4.5,2.2,3.7,5.9,3.2,4.3,4.8,9.8,2.8,21.8,5.1,6.5
