,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_43,155.11546445650407,134.35200118336564,148.6727935080515,146.38855600776031,53.457493865130694,164.48524930498488,150.73060396046068,41.65255151546537,164.60098988014735,144.78102003926995,33.25214895826249,163.91587113170226,139.85321971489668,31.424791770382893,165.08476224413977
angles for frame_44,147.54940987897243,144.05220474344242,155.16655508579183,147.76396350079295,54.18738544339733,159.73635829729074,153.8666104923297,39.34359507383846,163.1844788854651,152.74672127833153,25.233542461309302,165.97899552540184,145.27085362921932,25.8861167561526,167.40367168632062
angles for frame_45,148.26204123454136,152.5100649020469,158.50441646666573,155.80021738950077,60.535100904588404,148.5264416680073,162.0191998078424,34.61359750277626,163.55472415139482,161.09484070910634,19.221368885595563,165.20651168940097,152.1232113819754,26.50386821515889,159.15101041644297
angles for frame_46,153.88380654134167,162.48293197879485,168.42150620761694,167.63600002660772,153.59309637888748,178.27925251189228,176.61149730399416,155.1068685336659,171.35267025484245,166.0877256773011,163.41318624201173,174.70890722035006,159.43763035162627,175.490100187179,176.0119558231403
angles for frame_47,152.87285017328952,165.49084479650764,176.98606169873227,169.14738635469888,173.42453555507203,176.06707716314642,173.89141472935174,172.53357126501987,176.5566049315402,166.7864983223348,173.17243651513218,174.6412030902467,163.86535560165643,176.33016690866498,172.00896580871557
angles for frame_48,148.6634388991786,170.71596950639093,164.79909616682332,172.5136544277263,172.90872948468714,177.08898492921801,175.97751875364156,173.46811954039651,177.92269798282263,170.72792835945998,172.3780011130747,176.63770324505285,167.97438942826253,177.88941564850305,172.74374334809298
angles for frame_49,151.9745276704281,173.67389661200556,167.42787599347542,172.76011356945978,171.23356510399384,175.50628708788076,176.10288056403294,172.57075567700898,176.3427583441474,174.21394092895042,172.51281522226054,177.63648294275788,172.44715962951867,177.45108208509293,175.01645077623996
angles for frame_50,149.8125418715476,174.41784807782255,163.26134057034577,173.62533072336424,170.71668668802698,174.66587465760884,176.97147634817935,171.83196146699873,175.48738961199646,175.197210584914,172.03541692540037,177.83506895438222,174.21210394091233,178.1509102555035,176.19353935292165
angles for frame_51,148.52614006470833,174.88693469214024,162.07350755190382,173.95319408699146,170.6796369486755,174.4938591575989,176.971899325927,171.84656491096172,174.74176564685897,175.9273972985167,171.75153201691515,177.7060254429633,173.57277640932062,178.7107145929982,175.7637970663513
angles for frame_52,148.79018621751032,175.64369774546535,159.89946839887924,173.49412006013313,170.93172140915794,175.00603146596592,176.35066865209006,172.01982985254793,175.25474525152703,175.67558213855682,171.25388336693862,178.09471490808824,172.57790848549197,179.02533058954637,175.14201396108953
angles for frame_53,148.2642157767208,175.65697205915876,157.51333989754445,173.4729839788757,170.56591134541156,175.16837897187168,175.92577789400414,171.82511455479818,175.31169153184663,175.22456193871187,171.0358525883087,178.11593983719587,172.18308397744215,179.02538426314203,174.91273309401507
angles for frame_54,147.16763666775384,176.8351512882234,153.94347058351056,173.5255816430943,170.4749106795395,174.44887192448897,176.1758525383699,171.96665422548844,174.69766465558325,175.61526326474907,171.0776921802554,178.0862471782498,172.32379087594947,178.58278691005572,174.9110691044602
angles for frame_55,147.00738733964383,177.26952607722814,153.61522652643495,173.65372465667807,169.60052292005304,174.22968453432523,175.79155927036405,171.72276953627494,174.33923249168888,175.35130662408304,170.65652038135713,178.14648573887968,171.13402367211765,178.96173202108562,174.43548520506803
angles for frame_56,147.11983302082717,175.76163546916845,155.89231008365172,173.3036349234265,170.06600373118368,174.08418681310826,175.38324922180746,172.02075751161757,174.53949738394894,174.7312469709526,170.51922815509775,178.1037716192653,170.17049151687476,178.80421491948798,174.35507804193762
angles for frame_57,147.28546796558138,176.4125169117408,156.97246692657717,173.2474031080014,170.4317919089213,174.06135523695755,175.72401288734702,172.06051001900363,173.66673016133038,175.162835868154,170.9155960924704,177.61632409761012,170.22762222963394,178.82727878860283,174.99182529248856
angles for frame_58,146.58483569735964,176.50407839952305,153.8291645692098,173.5466551761183,170.40589748632416,174.03356280283498,175.64235886920187,172.09355350611915,173.51426424951495,174.83702395702585,170.70717395859032,177.50637345013843,169.52660028105075,178.59224256791356,174.72946644501295
angles for frame_59,146.6537047576418,175.99717046704689,152.30811578633978,173.3351310278035,170.4885267202299,173.93030751005531,175.3697713624572,172.10367796085362,173.47327901875295,174.54066174208643,171.12188774744763,177.74587125104506,169.81314037440868,178.1117225873775,174.79316483535928
angles for frame_60,146.24105003481287,178.92376100620547,145.28124820125367,173.4882653694985,170.3219290099764,174.7287070015431,174.93675784604807,171.86677817258897,173.93416580954465,174.20687067961967,170.3896153708654,178.2640309575895,170.56612350428622,178.2391907558406,174.28529940623736
angles for frame_61,146.5177333723623,176.98376423304327,148.2789373359795,173.01037587462733,170.77724449732713,174.2224730521652,174.60120665723068,172.6846187541577,174.3440547972697,173.3853397520262,170.95577532682455,178.03999293713065,168.987405217819,179.31009111077455,173.91426137904392
angles for frame_62,146.1028894950974,173.8596700589713,151.4898974916578,173.09177140661455,170.2776647035361,173.22864611097225,174.9520599430139,171.97692599655375,173.07913347660187,173.65507764108258,170.68646202517593,177.84914633249372,169.17785914822744,177.2917892825893,174.22778576309742
angles for frame_63,146.0906262878524,177.75885370640458,145.97151451566967,173.13026265886907,170.3740145207971,173.84117506974283,175.11398814487492,172.14427826435346,173.49358407173807,173.7534329579095,170.64494115145797,178.31186846016013,169.2273486391006,177.24327774538338,173.79521356271457
