,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
max_angles,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
min_angles,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
max_times,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
min_times,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
