,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_0,33.913675478023016,20.885282167652203,7.864762368885335,37.22039879682376,17.293059846064054,9.048522071038642,41.219972623254655,38.415872411077935,13.63669242458224,35.62499211590492,40.035011889778794,10.784175762068577,34.868653785341856,23.464708812370652,8.155372721168876
