,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
69,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,
angles for frame_90,22.6,5.5,6.6,19.3,4.3,3.3,20.3,5.2,6.4,23.2,10.8,10.9,25.6,9.1,10.0
91,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,
angles for frame_130,50.2,16.5,101.2,78.9,94.6,64.3,87.1,103.5,63.2,90.3,96.5,79.1,80.4,119.6,45.8
131,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,
angles for frame_133,50.6,15.5,121.4,80.9,91.8,67.7,90.3,101.4,65.0,92.9,95.3,80.9,82.2,122.4,42.8
angles for frame_134,51.1,18.9,115.6,77.8,94.9,68.5,88.3,103.1,67.2,91.9,95.6,83.8,81.3,123.5,43.9
135,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,
angles for frame_138,50.6,19.8,107.9,78.4,93.8,70.3,89.2,101.2,69.3,92.5,93.4,86.6,81.7,122.0,44.9
139,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,
angles for frame_170,22.8,12.8,9.1,18.7,2.3,5.2,19.0,11.8,2.0,19.7,7.0,1.2,18.5,5.4,2.5
171,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,
