,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_82,25.0,13.1,4.2,25.7,4.8,3.9,18.9,8.5,6.7,11.8,17.2,7.5,13.9,14.0,8.0
angles for frame_83,24.3,10.7,4.5,25.3,4.8,3.3,18.5,8.1,6.3,12.0,15.3,7.7,13.1,12.2,7.8
angles for frame_84,23.1,12.4,8.1,25.6,5.1,4.3,18.6,8.6,6.8,11.6,16.6,8.9,14.0,13.8,8.4
angles for frame_85,25.1,15.3,8.2,27.5,4.6,4.9,18.2,10.5,7.1,9.5,19.8,8.0,13.5,17.4,8.3
angles for frame_86,26.1,14.2,6.9,27.7,4.4,4.0,18.9,10.4,6.2,9.9,20.0,6.9,13.9,16.7,8.1
angles for frame_87,24.6,14.2,6.6,26.4,5.2,4.8,17.5,11.0,6.2,9.1,20.8,8.0,13.2,18.0,8.4
angles for frame_88,21.8,9.2,7.1,23.1,5.7,4.6,18.9,8.2,6.9,13.8,15.6,9.7,13.4,12.9,9.6
angles for frame_89,22.2,5.5,6.0,21.6,4.9,4.2,20.4,6.4,7.3,19.7,13.2,11.3,19.1,10.8,10.4
90,,,,,,,,,,,,,,,
angles for frame_91,22.4,9.0,7.6,25.0,4.2,3.3,19.3,8.8,6.5,12.2,17.9,7.7,11.9,14.8,9.0
angles for frame_92,20.7,0.7,2.5,16.7,0.9,1.3,19.1,4.1,3.7,22.8,9.3,6.9,27.0,5.5,8.5
angles for frame_93,21.3,9.1,9.5,19.1,1.0,1.5,13.2,5.3,5.0,10.5,9.3,5.6,12.9,6.9,6.5
angles for frame_94,24.7,18.2,11.3,23.9,11.4,6.6,13.9,14.6,0.5,4.9,19.5,9.1,8.6,18.8,8.6
angles for frame_95,24.1,17.0,12.0,22.7,21.0,14.5,14.1,22.2,6.2,5.0,19.8,16.1,9.0,12.7,11.5
angles for frame_96,28.3,19.4,12.5,22.7,28.1,19.3,11.8,31.8,9.5,2.9,28.6,22.1,11.3,21.6,15.9
angles for frame_97,30.1,17.9,13.4,20.3,30.6,23.9,8.8,37.3,13.4,3.8,32.4,24.0,11.1,26.0,18.5
angles for frame_98,32.8,19.0,9.6,20.5,37.2,27.8,10.1,42.1,23.1,8.7,35.4,28.0,17.3,25.8,20.1
angles for frame_99,36.0,20.2,8.0,25.0,42.0,25.9,14.7,45.4,25.5,10.4,45.3,28.1,20.8,37.5,25.0
angles for frame_100,35.2,19.3,7.6,24.8,48.6,30.6,16.4,50.7,31.0,14.4,51.9,30.4,24.6,39.4,27.9
angles for frame_101,35.8,20.0,7.4,28.4,57.9,33.8,21.2,57.8,35.3,20.6,57.6,32.1,31.0,41.3,29.9
angles for frame_102,37.6,19.1,7.2,27.2,62.3,35.4,22.5,64.2,40.3,22.6,64.0,35.3,30.8,48.9,36.8
angles for frame_103,40.0,20.2,7.3,29.1,68.6,36.5,27.5,68.5,43.2,28.8,66.7,37.5,34.6,49.7,38.0
angles for frame_104,39.7,20.9,8.1,28.7,74.3,36.6,27.9,74.9,42.5,30.4,73.6,39.0,36.7,56.1,42.7
angles for frame_105,40.2,21.2,7.9,29.8,77.9,39.3,30.8,79.4,45.3,33.8,80.1,43.7,38.5,64.0,51.2
angles for frame_106,40.2,20.9,8.2,28.5,85.7,39.2,34.1,83.2,45.1,38.7,82.4,46.2,40.8,68.0,52.3
angles for frame_107,40.4,21.3,8.9,29.7,89.5,40.0,33.8,87.9,44.2,39.6,84.8,47.5,41.6,70.9,52.4
angles for frame_108,39.4,19.6,7.6,32.5,93.4,43.5,37.2,88.0,46.3,42.3,85.5,54.6,43.6,73.7,63.3
angles for frame_109,42.7,22.7,11.0,36.3,95.2,44.0,40.4,90.1,46.9,46.0,84.9,53.3,48.5,72.8,60.1
angles for frame_110,44.2,22.6,10.9,35.3,100.0,43.7,43.4,93.1,49.9,48.1,88.0,58.1,49.0,77.7,64.0
angles for frame_111,44.4,21.9,12.2,38.5,98.0,43.5,47.6,92.0,49.5,51.2,87.8,55.6,51.3,79.9,59.4
angles for frame_112,45.4,23.5,17.0,41.6,100.3,42.7,50.0,95.4,50.5,53.2,92.0,55.4,53.4,84.1,58.0
angles for frame_113,43.0,21.9,19.7,44.7,102.0,43.8,52.9,96.5,52.2,55.6,92.8,56.5,54.8,87.2,58.2
angles for frame_114,42.0,22.4,23.2,46.8,100.6,43.0,55.4,95.8,50.7,58.5,92.6,53.5,57.9,87.7,55.0
angles for frame_115,44.6,22.7,28.5,47.4,101.6,44.1,56.0,96.4,51.3,59.2,94.1,53.7,58.6,89.9,56.0
angles for frame_116,43.2,23.4,37.1,51.0,102.5,42.8,60.0,96.5,49.6,61.8,94.1,51.0,60.7,91.9,53.3
angles for frame_117,41.9,26.1,41.7,54.2,104.3,43.9,63.3,97.1,48.5,66.3,94.5,49.9,64.0,98.0,49.4
angles for frame_118,44.2,25.7,70.4,59.3,103.8,48.3,69.3,96.6,52.1,70.9,93.5,53.6,67.3,99.5,47.5
angles for frame_119,46.4,27.0,68.9,63.5,103.1,51.2,71.0,98.7,52.1,73.6,94.0,55.8,70.3,100.5,46.2
angles for frame_120,45.9,26.3,80.0,65.4,105.4,53.6,75.4,98.6,56.2,75.5,94.8,60.0,70.2,103.6,49.3
angles for frame_121,45.6,29.7,80.2,68.6,102.9,55.3,78.5,96.7,58.8,78.7,92.3,63.3,72.6,102.6,49.6
angles for frame_122,45.7,29.1,69.6,70.8,100.9,50.7,79.8,96.7,54.1,80.1,94.0,57.6,75.4,102.0,46.2
angles for frame_123,47.4,27.3,76.2,74.6,101.1,56.1,82.4,98.2,57.5,83.4,94.4,62.2,77.9,104.4,44.9
angles for frame_124,48.4,25.6,85.2,79.2,100.1,58.9,86.4,98.8,58.9,86.6,94.5,65.3,81.2,108.1,44.4
angles for frame_125,49.1,23.7,82.3,79.1,100.2,58.8,86.5,99.7,62.4,85.9,97.3,67.9,82.0,107.1,46.1
angles for frame_126,51.2,24.4,92.2,82.2,98.0,65.3,89.3,98.8,64.6,91.1,91.8,75.3,84.6,110.2,45.7
angles for frame_127,50.4,23.7,85.7,78.4,95.8,66.3,84.8,100.4,68.5,87.6,90.8,84.1,79.9,110.4,48.7
angles for frame_128,50.8,22.9,82.4,78.8,94.8,67.0,86.5,100.5,70.8,90.2,90.0,88.1,82.9,109.8,49.5
angles for frame_129,50.6,19.6,87.9,76.9,95.6,63.9,85.6,102.8,69.1,89.2,94.8,84.3,80.8,115.2,49.7
130,,,,,,,,,,,,,,,
angles for frame_131,48.8,16.9,103.2,77.4,94.9,66.1,87.7,102.7,65.9,90.9,96.5,81.1,81.2,120.7,45.2
angles for frame_132,52.9,22.1,97.8,78.6,96.0,69.5,87.6,104.2,69.4,92.5,92.8,90.1,82.9,118.2,49.8
133,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,
angles for frame_135,50.4,19.2,112.0,78.5,94.2,69.1,89.4,101.5,68.2,93.1,93.9,85.4,82.3,121.7,45.2
angles for frame_136,50.8,19.8,105.6,78.3,94.4,69.3,89.2,101.3,68.6,92.9,93.4,85.5,82.5,121.3,45.1
angles for frame_137,51.3,20.0,110.1,79.8,94.2,70.3,90.3,101.7,68.0,93.6,93.6,85.2,83.6,123.0,44.8
138,,,,,,,,,,,,,,,
angles for frame_139,51.6,18.9,100.0,80.1,94.3,68.9,90.1,102.3,67.7,93.6,94.1,85.5,84.6,120.2,45.9
angles for frame_140,51.1,20.2,100.3,79.7,93.9,69.4,89.9,101.2,69.9,93.6,92.6,87.3,84.3,120.5,46.3
angles for frame_141,50.0,19.5,103.3,80.7,93.8,68.1,90.1,100.8,64.6,92.3,93.9,81.6,83.7,120.5,41.6
angles for frame_142,50.0,18.8,95.0,81.2,95.5,67.8,89.5,102.6,63.1,92.1,94.2,81.4,84.0,119.0,43.4
angles for frame_143,50.3,20.3,85.0,79.5,96.3,66.9,87.0,103.9,62.4,90.0,94.4,81.4,81.9,119.3,43.1
angles for frame_144,51.3,17.2,87.4,78.5,95.2,65.9,86.6,103.2,62.7,88.5,96.3,79.5,79.6,119.1,43.2
angles for frame_145,51.2,17.4,87.8,74.9,97.1,64.4,83.2,102.1,62.9,85.3,96.3,76.2,75.8,118.5,39.7
angles for frame_146,48.5,17.7,89.4,74.4,98.4,64.3,82.0,102.4,62.7,84.4,95.4,77.1,75.1,115.9,40.9
angles for frame_147,44.1,17.9,89.0,76.4,99.2,62.8,84.5,101.6,63.9,86.1,96.3,75.5,79.3,116.7,43.2
angles for frame_148,47.6,18.8,92.5,74.7,102.0,54.5,83.6,100.3,54.9,84.1,96.2,60.3,77.1,113.4,39.9
angles for frame_149,46.3,19.4,82.3,71.6,102.2,50.7,78.7,100.9,52.8,79.9,96.6,61.8,73.5,111.0,41.4
angles for frame_150,41.1,13.6,36.3,62.9,102.6,42.2,71.9,100.6,46.9,74.5,96.5,52.9,69.1,104.2,46.1
angles for frame_151,40.7,13.7,12.7,54.4,102.8,38.5,63.5,99.2,47.0,66.7,94.3,51.7,64.6,94.8,51.2
angles for frame_152,42.7,13.1,12.0,39.8,100.0,39.7,52.6,97.2,51.2,56.8,93.6,55.1,53.6,91.1,54.6
angles for frame_153,43.2,14.6,9.4,36.3,94.6,40.9,51.7,89.9,50.5,58.3,84.1,55.5,55.6,81.1,55.6
angles for frame_154,43.1,14.8,8.5,33.8,86.9,36.3,42.0,82.8,43.5,47.4,79.3,50.3,50.7,69.7,57.3
angles for frame_155,40.4,14.2,8.5,27.2,76.7,28.8,36.9,70.4,35.5,41.3,69.7,35.3,45.5,55.6,40.2
angles for frame_156,40.6,15.0,8.2,33.1,60.4,25.5,38.3,53.4,28.7,45.0,50.6,24.9,55.5,42.2,26.4
angles for frame_157,39.5,16.5,8.0,35.1,56.4,22.2,36.8,46.2,25.7,43.1,45.4,21.7,54.6,38.4,18.1
angles for frame_158,38.4,16.4,8.0,32.0,52.7,23.1,32.9,43.4,26.5,40.4,41.7,20.9,51.7,35.9,15.8
angles for frame_159,38.7,17.1,7.1,29.3,48.6,24.2,28.6,40.4,26.2,37.9,35.5,16.3,48.9,31.0,11.4
angles for frame_160,37.1,16.3,5.9,27.9,43.0,22.3,26.9,37.5,26.4,35.2,35.0,15.5,44.0,32.6,10.6
angles for frame_161,39.6,16.8,5.2,29.1,37.0,20.0,23.3,37.7,20.4,35.9,35.4,11.1,47.0,29.5,6.8
angles for frame_162,38.0,15.7,5.4,25.4,35.4,20.0,17.0,37.6,19.5,28.0,34.5,10.9,39.9,29.9,6.5
angles for frame_163,36.7,16.0,4.9,25.5,29.9,18.3,16.2,32.3,18.1,26.2,30.3,12.0,40.6,25.4,7.4
angles for frame_164,36.9,16.2,4.7,26.1,26.9,12.5,14.0,28.2,12.6,22.4,26.3,8.7,39.9,23.2,7.0
angles for frame_165,38.8,16.2,3.8,28.8,17.7,6.3,14.8,24.6,9.1,19.8,21.6,4.9,39.1,16.6,9.6
angles for frame_166,36.4,17.9,4.9,28.7,19.3,5.8,15.4,23.5,7.1,22.1,21.3,5.8,38.8,19.8,7.8
angles for frame_167,36.3,19.0,5.5,28.9,15.2,4.0,14.7,18.6,4.4,18.0,18.0,5.0,36.6,18.6,7.5
angles for frame_168,36.2,20.0,6.5,29.2,13.1,3.1,13.0,15.9,3.7,15.5,17.0,5.2,34.5,15.0,6.2
angles for frame_169,37.8,19.9,9.6,27.0,7.9,1.6,11.2,12.0,1.1,6.0,13.9,3.2,21.7,12.3,1.9
170,,,,,,,,,,,,,,,
angles for frame_171,33.3,18.1,14.0,21.5,5.2,2.7,12.3,8.5,0.8,3.1,10.4,9.4,8.1,7.2,8.9
angles for frame_172,29.8,17.5,10.4,23.4,5.2,3.6,15.7,8.1,2.4,5.4,14.5,7.5,4.3,15.0,7.0
angles for frame_173,26.1,13.5,8.6,20.9,1.8,2.8,15.1,6.3,3.0,5.7,11.1,7.0,5.2,11.2,7.2
angles for frame_174,21.4,6.2,12.0,15.9,1.4,4.3,16.2,4.6,2.8,15.3,8.4,7.4,11.1,8.0,5.4
angles for frame_175,20.9,4.6,8.8,13.1,1.3,4.2,16.1,4.7,2.8,14.4,6.3,6.6,10.7,6.0,4.4
angles for frame_176,24.3,9.4,9.8,17.7,1.8,3.2,17.3,4.1,3.8,10.1,12.0,6.3,5.5,12.4,6.9
angles for frame_177,26.8,14.4,7.7,22.4,0.7,3.3,17.6,3.4,4.0,9.9,14.2,5.7,7.9,17.4,6.5
angles for frame_178,25.7,13.3,8.1,20.0,0.7,1.6,16.5,5.6,5.7,10.1,15.7,5.3,12.0,14.6,7.4
angles for frame_179,24.3,9.6,8.7,16.9,1.8,1.3,14.9,5.3,7.5,10.5,12.3,6.1,13.1,9.6,7.8
angles for frame_180,23.0,7.1,7.5,15.8,1.5,2.7,14.6,5.7,8.0,10.7,11.8,6.1,9.3,8.4,6.3
angles for frame_181,23.0,10.4,9.0,18.1,2.7,2.4,13.2,8.9,7.7,8.0,14.8,6.1,10.7,11.4,6.3
angles for frame_182,24.2,14.1,5.2,20.8,2.4,1.0,13.9,8.5,7.2,7.3,16.3,4.8,12.1,13.6,6.3
angles for frame_183,26.2,10.7,8.7,18.7,3.0,1.5,14.4,7.7,7.4,8.9,15.2,6.1,11.6,11.7,7.1
angles for frame_184,26.6,13.0,11.2,20.4,2.8,0.8,14.0,9.3,7.0,7.7,17.3,5.8,13.4,14.0,7.9
angles for frame_185,25.8,14.8,6.5,21.4,3.6,2.1,13.7,10.2,7.2,6.9,19.0,4.9,11.8,16.2,6.6
angles for frame_186,24.0,7.2,6.7,15.7,2.8,3.5,14.1,6.0,7.4,9.9,12.4,5.5,8.0,10.0,5.6
angles for frame_187,26.1,12.3,8.4,19.7,2.4,3.4,15.3,7.4,7.1,7.4,14.6,4.7,9.6,12.2,5.8
angles for frame_188,27.7,14.2,11.3,21.3,2.5,3.5,15.3,7.7,7.5,7.0,15.2,5.3,11.3,13.1,6.6
angles for frame_189,25.4,11.6,10.0,18.9,2.1,3.8,14.1,7.3,8.2,7.3,14.2,5.8,9.1,12.1,6.2
angles for frame_190,27.3,15.0,11.4,21.8,3.7,2.4,14.8,10.2,6.9,7.6,17.9,4.9,13.5,14.5,5.8
angles for frame_191,25.2,8.2,8.6,16.7,2.4,3.5,15.4,7.5,6.5,9.0,12.2,4.3,9.3,8.8,5.6
angles for frame_192,23.0,6.7,9.3,15.6,3.0,3.5,14.4,5.8,7.9,10.0,11.1,5.4,8.2,8.4,5.1
angles for frame_193,27.5,8.8,7.0,15.3,2.8,4.1,15.7,7.1,7.2,10.6,12.0,5.7,13.2,8.9,8.3
angles for frame_194,25.8,9.1,7.7,16.8,3.6,2.5,15.2,8.4,5.9,9.7,13.4,4.5,12.7,9.8,6.5
195,,,,,,,,,,,,,,,
angles for frame_196,27.8,11.5,9.5,18.7,2.7,3.4,16.5,7.2,6.8,10.1,13.3,4.7,13.6,10.0,8.2
