,Detected,point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
10,True,[2.86212409e+02 2.74425373e+02 3.63394578e-04],[177.57138848 332.43398666   9.22030404],[131.07543468 408.34885597  19.93198805],[143.53800237 498.74879837  32.11452708],[167.99224913 558.91319275  45.09738967],[203.48281503 496.49316788  11.79956485],[215.55977225 599.48513031  17.09090307],[227.45793343 648.3131218   21.4981956 ],[237.60661304 683.67559433  24.98969749],[270.48859119 502.54102707   9.89441525],[286.64483428 625.82290649   7.65735336],[298.12846541 694.66598511   5.98894257],[306.56435609 744.59999084   6.75220186],[328.13681602 490.43552399   9.84691299],[344.83688235 600.68870544   7.75645109],[350.41229367 664.52568054   5.49694765],[353.15564632 712.23896027   5.76965036],[374.88192558 463.43776703  12.2201721 ],[389.56579685 552.22286224  18.24846469],[392.84106374 600.01796722  25.18114887],[390.81225157 639.5967865   31.2357308 ]
11,True,[2.85816064e+02 2.75036888e+02 3.67519156e-04],[177.53017366 333.07228088   5.42464569],[131.23333365 410.00724792  13.51693533],[144.14032459 499.86442566  22.93158956],[169.32119787 558.75703812  32.60873482],[203.98389459 495.15403748   6.3199964 ],[216.07750833 598.4768486    6.76128449],[228.50491226 648.11782837   7.68405659],[238.81201386 683.94962311   9.05483924],[271.43075466 500.77291489   3.71595324],[287.42844701 623.84307861  -1.15349317],[299.18212295 694.04640198  -4.55213031],[307.4672842  744.38827515  -5.14849702],[329.17856455 488.81206512   2.37061202],[345.951823   599.37177658  -2.23616696],[351.57721996 663.77883911  -5.84504725],[354.07128811 711.99731827  -6.58573223],[376.46939635 461.84042931   2.95386449],[390.96449375 551.06426239   5.04310833],[394.07847404 599.44026947  10.05550269],[392.01708913 639.35050964  15.04808776]
12,True,[2.87354225e+02 2.74597263e+02 3.89174578e-04],[179.27102923 331.7175293    7.59804921],[132.8863281  408.58963966  17.37961806],[144.59315658 499.67777252  29.20615017],[169.73566353 559.8396492   41.90941662],[205.39194167 496.7930603    6.96120344],[217.61603951 600.65219879  12.19950233],[230.16546249 648.94334793  17.48941831],[241.04160547 683.83626938  21.52326889],[273.26889396 502.70931244   5.66585088],[289.25268173 625.74085236   2.57782046],[300.57962894 695.35840988   0.77806074],[308.5773325  745.20664215   1.40407368],[331.62341952 490.21551132   6.53097192],[348.55204225 600.50783157   3.61033724],[354.54526663 665.51719666   0.904095  ],[357.2756803  713.63725662   0.88243046],[378.12117577 462.37735748   9.82352849],[392.37358689 552.03426361  14.43676036],[396.00226164 600.24822235  20.61170876],[394.16618228 639.76970673  26.28705919]
13,True,[2.88220525e+02 2.71790428e+02 3.60060469e-04],[180.03410697 331.98961258  14.31213219],[133.57786328 407.96865463  27.48967387],[145.96668363 497.7299881   41.90172002],[170.7055074  557.77404785  57.11954132],[205.08290291 494.93282318  14.33545835],[218.59595776 598.09158325  22.47351319],[231.03626847 647.85770416  29.54653658],[241.47478759 684.4852066   34.7315155 ],[272.4719882  500.61950684  11.38198212],[290.28036475 624.47147369  10.41156694],[302.22233176 693.70857239   9.96485442],[310.41875482 744.26879883  11.66692022],[330.99739194 488.48276138  11.19508713],[348.7263     598.96831512  10.72314542],[354.81463552 663.32513809   9.80814736],[357.63079405 711.42208099  11.05710357],[378.58556271 461.14654541  14.0250225 ],[393.5358417  551.2547493   22.41042361],[396.79427505 599.24869537  31.03582241],[394.56014514 639.31846619  38.24669659]
14,True,[2.90576706e+02 2.72003517e+02 3.78053956e-04],[182.80026376 332.47003555  11.70016587],[136.088081   408.09648514  23.28077093],[147.6476562  499.68446732  36.3252385 ],[173.33479106 560.23000717  50.30805945],[207.50319958 494.85145569  13.45555969],[219.7693491  598.93060684  21.56131335],[231.70869291 647.83195496  28.76962669],[242.02976346 682.44335175  34.067709  ],[274.29020405 500.28991699  11.48665767],[290.66216111 625.28938293  11.13502812],[301.94642901 694.26464081  10.65680299],[309.85320568 744.64141846  12.02522848],[332.60851979 487.81837463  11.93726677],[349.14453149 600.0044632   11.41888194],[355.03453374 665.076828    10.11530723],[357.19547153 713.09463501  10.69800775],[380.03450274 460.56212425  15.19394092],[395.35949707 551.42829895  22.32350394],[398.87400627 599.67229843  29.93972093],[396.5601182  639.75831985  36.31799653]
15,True,[2.91338689e+02 2.71687717e+02 3.54822782e-04],[183.55254292 330.1722908   11.64126858],[137.10829675 406.78725243  22.73577891],[148.90457153 497.797966    35.35894319],[173.10266197 557.98130035  48.8189064 ],[208.73909712 493.59580994   9.79756001],[220.43202102 598.2427597   15.50461717],[232.38029659 647.99480438  21.11583196],[243.3613193  683.47332001  25.64141996],[276.40054464 499.94356155   7.35574616],[291.81962013 624.69589233   5.61912009],[303.36916924 694.21657562   5.02108321],[312.43340492 744.19338226   6.50340116],[334.39741373 488.77733231   7.4447147 ],[350.17395258 600.09881973   6.36409041],[355.64218283 664.51314926   5.00443323],[358.88226986 711.99211121   5.68881545],[380.93978047 462.77501106  10.28537873],[395.12865543 552.43703842  17.28641599],[398.24160576 600.42062759  25.0113932 ],[396.22747064 639.74481583  31.61530428]
16,True,[2.93437057e+02 2.71401987e+02 3.66341924e-04],[185.33910334 329.88278389  11.7774849 ],[138.04329872 406.0877037   23.54445487],[149.91725564 497.79047012  36.74781516],[173.5358119  559.04903412  50.90052456],[210.35774052 494.73495483  13.61247193],[221.43867016 598.6631012   20.98151363],[233.16069067 648.02375793  27.10833415],[243.87466192 683.76897812  31.74374454],[277.56521344 500.67020416  11.63729858],[292.85937309 624.58562851  11.39141276],[304.30038929 693.47751617  10.5478758 ],[312.87069082 743.9364624   11.56201635],[335.68110824 488.52121353  12.06373461],[351.53373599 599.11972046  12.07843479],[357.26911426 663.47763062  10.89821689],[360.25579691 711.10708237  11.45510484],[382.36001015 461.64221764  15.20112254],[396.71216726 550.71556091  23.10283586],[399.8499012  598.69657516  31.06115922],[398.06046009 638.63222122  37.63883427]
17,True,[2.92054614e+02 2.72389355e+02 3.58714075e-04],[184.45328236 330.01293182  11.37871619],[137.20870256 406.65381432  22.4748268 ],[149.07691419 497.84797668  34.83727232],[173.58814716 557.72535324  48.03080767],[209.08780575 495.02637863  10.9048282 ],[221.50597215 599.72019196  16.09554838],[233.90312076 649.18224335  21.40114523],[244.67234015 684.37957764  25.79852231],[277.07597852 501.30254745   7.97377741],[293.11995506 624.92156982   5.34557702],[305.12825847 694.06539917   4.08818794],[313.84227276 743.86024475   5.32821642],[335.35109997 489.70436096   7.37858048],[351.73422575 599.93448257   5.36768211],[357.72365212 664.12862778   3.8423577 ],[361.04079366 711.68930054   4.73592885],[382.25321531 462.71100998   9.44597572],[396.39316678 552.29232788  15.70805099],[399.62124825 599.94203568  23.39215636],[397.87007689 639.1557312   30.22858076]
18,True,[2.92519097e+02 2.72516298e+02 3.59781079e-04],[184.63365555 330.50422668  11.21916264],[137.66175985 406.84919357  22.22061172],[150.23117065 498.41680527  34.74890828],[174.8968184  558.54131699  48.053817  ],[208.73948336 493.0704689    9.34242267],[220.62927604 597.90206909  14.31463066],[233.44398022 648.241539    19.42158043],[245.09662271 684.40881729  23.59578632],[276.88440442 499.71136093   6.84266003],[292.56576777 624.55083847   4.11970306],[304.60448742 694.11203384   2.91103883],[313.94134283 744.14886475   4.05103013],[335.25911093 488.56355667   6.8233099 ],[351.69553757 599.53233719   5.13195718],[357.89794207 663.92904282   3.71249721],[361.70290232 711.2402916    4.44500707],[381.98477983 462.27416039   9.49088696],[396.21536851 551.6021347   16.39471494],[399.5309329  599.38648224  24.25275318],[397.93760419 638.62277985  30.94124235]
19,True,[2.91070061e+02 2.73888474e+02 3.65455470e-04],[184.61357117 330.49015045   6.75347675],[137.77151585 406.78762436  14.2174435 ],[150.18195748 497.80111313  23.26064229],[174.2402941  558.10071945  32.69459836],[208.68885398 491.49547577   2.84399609],[221.71294749 595.92018127   2.96538549],[234.26385105 646.55107498   4.72665662],[245.19990921 682.77362823   7.07741836],[2.76523626e+02 4.97952690e+02 1.83855810e-01],[293.06028128 622.6502037   -5.54065341],[305.3593576  693.14277649  -7.92638831],[314.39481854 743.10007095  -7.42313515],[334.47517633 487.39671707  -0.61818734],[351.49704337 598.40778351  -4.9994242 ],[357.50394702 662.84809113  -7.33795255],[360.84426284 710.18314362  -6.9822162 ],[381.72937989 461.9307518    0.76139404],[395.65438986 551.17149353   4.34491055],[398.84593964 599.0102005   10.75514182],[397.02643633 637.8037262   16.81247167]
20,True,[2.89472966e+02 2.75134792e+02 3.59726656e-04],[182.67126024 333.16469193   9.88739356],[136.95204735 408.68362427  19.05945808],[148.65739524 498.32147598  29.68233146],[172.38179684 558.07994843  40.58373883],[206.33748472 490.8259964    3.47008553],[221.48987889 593.72211456   5.2740762 ],[234.51598406 645.52814484   8.5903668 ],[245.94699025 683.5515976   11.74201939],[2.73507879e+02 4.97632427e+02 4.46558844e-02],[292.33614922 622.3878479   -5.32215832],[305.22903442 693.54509354  -7.51672748],[314.1826129  744.13330078  -6.8697485 ],[331.42772555 487.69517899  -0.88749569],[350.40366769 599.0848732   -4.93999382],[358.07277918 663.95484924  -7.47723363],[362.33372569 711.41309738  -7.23522328],[378.76960516 462.56684303   0.81481623],[393.62490177 552.14595795   4.52464202],[397.83830881 600.1448822   10.80759577],[396.54305935 639.62608337  16.82117712]
21,True,[2.84103581e+02 2.80245810e+02 4.02959197e-04],[180.39369464 335.41545868   4.66750687],[133.57317209 410.71432114  11.47013091],[144.87311482 499.42537308  20.11674061],[169.48826194 557.92619705  29.28112261],[205.45291901 496.54312134   1.75623469],[218.41720998 599.38922882   2.06204399],[231.76535726 650.2759552    3.9018698 ],[243.58944118 686.89264297   6.14280716],[ 2.72385085e+02  5.03185959e+02 -3.80454113e-01],[289.54789639 626.82472229  -6.46608241],[302.21438169 698.49369049  -9.51486189],[311.58303738 749.18655396  -9.4506659 ],[329.80710268 492.54507065  -0.85621197],[348.45133066 603.19478989  -5.91319514],[355.6649065  668.21674347  -9.69939418],[359.78284836 715.91503143 -10.30488376],[376.84826374 466.89328194   0.69911598],[392.37355471 555.1373291    2.525365  ],[396.92173362 603.24394226   7.21467018],[395.66665292 642.60681152  12.2211216 ]
22,True,[2.84368154e+02 2.82544928e+02 4.14020055e-04],[177.97030807 338.06948662  -1.26836115],[131.17922813 416.39825821   3.0192383 ],[145.35259724 506.5366745    9.34919693],[172.6855731  564.98783112  15.78273576],[206.00990653 499.1893959   -1.4664676 ],[218.86035383 601.12850189  -4.49273011],[231.98464394 651.99966431  -6.32339559],[243.32440138 688.88906479  -6.56654555],[273.12286377 505.63493729  -2.20037657],[288.66485953 627.55130768  -7.8754431 ],[300.96538424 699.80329514 -12.24922244],[310.24208307 750.94871521 -13.91778912],[329.82239127 494.99038696  -2.34710857],[347.75552273 603.6255455   -7.41642728],[355.09626746 668.77372742 -13.0166886 ],[359.522717   716.56345367 -15.62425744],[377.15500116 470.24007797  -1.27515703],[391.68286443 556.50810242  -1.23808874],[395.74522018 605.02012253   1.16660401],[394.88085151 644.65444565   4.16896627]
23,True,[2.83564103e+02 2.84349232e+02 4.22779952e-04],[177.85273075 339.06703949  -2.75876923],[130.45062214 417.37595558   1.95897914],[145.3481555  507.36557007   8.72742299],[171.15965903 566.38595581  15.84567949],[205.49936414 502.62485504   2.03993185],[ 2.16767491e+02  6.04854527e+02 -2.74717725e-01],[229.49450254 654.50122833  -2.24244207],[240.55187166 689.58229065  -2.57922309],[271.7226541  508.37121964   2.15292335],[285.66974401 629.67498779  -2.13643279],[297.65599966 701.38544083  -6.75837865],[307.20872998 752.01770782  -8.79234418],[327.80072451 496.68920517   2.22517024],[345.35289645 604.86980438  -2.39762278],[352.7837956  669.21787262  -8.82051643],[357.37980366 716.42566681 -12.10006312],[374.87120748 471.47397995   3.308118  ],[389.94843006 557.0470047    3.25122407],[394.31877851 605.38833618   4.82471785],[393.52563858 645.21846771   7.12937141]
24,True,[2.86048032e+02 2.81824608e+02 4.18671613e-04],[178.11492205 337.72647858  -2.20727077],[131.31493449 416.18313789   2.30987482],[144.86184955 508.3968544    9.55217108],[170.45981169 569.19605255  17.0851256 ],[205.1258558  500.47353745  -1.91991993],[216.96638703 603.26179504  -2.83741898],[230.21781385 654.33546066  -3.21184086],[242.56512165 691.80707932  -2.96584315],[273.05552959 506.84366226  -1.37258245],[288.66431236 630.1815033   -5.9177259 ],[300.65092206 701.71754837  -9.9770169 ],[309.95517254 752.57595062 -11.59778763],[ 3.30315875e+02  4.94838009e+02 -4.13492747e-02],[347.99782276 606.37184143  -4.76190336],[354.77536798 672.15145111 -10.14326021],[358.5866046  720.51424026 -12.75584813],[376.22416735 468.68803024   2.59584012],[391.65302753 556.34290695   2.28093512],[396.32625103 605.63724518   4.43477176],[395.39882898 646.1438942    7.28350455]
25,True,[2.87100724e+02 2.80595026e+02 4.20841351e-04],[179.52813506 337.83536911  -2.57864675],[132.39925772 416.58164978   1.90195408],[145.93377292 508.06360245   9.0312073 ],[170.39289594 568.60702515  16.7340412 ],[ 2.06632715e+02  4.98440723e+02 -3.36323770e-01],[218.1449604  601.71403885  -2.42754794],[230.75217426 653.51554871  -4.31011392],[241.70049548 691.93325043  -5.02678877],[2.74455160e+02 5.05591393e+02 2.77872506e-01],[290.15950441 629.42178726  -5.36268465],[301.92824364 701.7710495  -10.77116165],[310.64257979 753.90106201 -13.24214503],[331.77936316 495.31167984   1.49660323],[348.90512824 606.70892715  -3.68181266],[356.02285266 672.54037857  -9.64402735],[359.85587955 721.47291183 -12.55863033],[377.64075994 470.67641258   3.90715568],[392.23795295 558.08315277   3.71748637],[397.1727562  606.9037056    5.92254784],[396.6216588  646.97238922   8.85770593]
26,True,[2.87064707e+02 2.83984051e+02 4.29227531e-04],[181.02606297 343.17369461   2.88001657],[136.25994086 419.82347488   9.46449604],[148.05787325 508.61063004  18.53079468],[172.10251451 568.06148529  28.37175921],[208.4468919  500.45763016   0.71144907],[221.55560374 604.54799652   1.84533311],[233.85728717 654.81164932   3.65454515],[244.02299345 691.13182068   5.74440859],[276.3083303  507.5166893    0.58211349],[293.48089457 632.24578857  -3.71823295],[305.25101781 703.89781952  -6.80613387],[313.0532527  754.90070343  -7.19444448],[334.29930925 497.10313797   2.09805629],[351.77207708 608.6100769   -0.89717918],[358.84197235 674.18626785  -4.9762826 ],[361.82550073 722.66326904  -6.38830421],[380.65930724 472.15418816   5.50733887],[394.992764   559.76303101   9.03075065],[399.28644419 607.9642868   13.85152213],[397.51116514 647.30003357  18.5433796 ]
27,True,[2.90835743e+02 2.82771893e+02 3.97745299e-04],[183.74163866 341.6980648    5.01658715],[137.65757561 418.65008354  11.86890665],[151.05260253 508.68301392  21.07557267],[175.32013535 569.87159729  30.82472317],[2.10553933e+02 5.00714493e+02 2.46259791e-01],[223.13412666 605.20259857   2.21039562],[235.73549867 655.33567429   5.69726491],[247.24843562 691.17296219   8.95794779],[278.82805109 506.03811264  -0.842464  ],[295.49586654 631.71066284  -5.20827742],[307.75058985 702.47577667  -6.89878022],[317.01039076 752.52702713  -6.16454814],[3.36563759e+02 4.94278336e+02 5.95420894e-02],[354.3253684  607.11399078  -3.54303349],[360.98601222 672.41455078  -6.2228726 ],[364.81553078 720.42835236  -6.43980213],[382.43465066 468.23478699   3.18838972],[397.72456169 558.74393463   6.49836095],[402.00536728 607.45925903  12.11240966],[400.79119563 647.27457047  17.43304767]
28,True,[2.93724933e+02 2.81064835e+02 3.96239933e-04],[187.34749317 339.6149826    5.12750588],[140.91752172 417.07128525  13.46571252],[153.47869277 508.26467514  24.1219271 ],[177.80775011 569.376297    35.59934825],[212.89836645 501.9434166    5.53698264],[225.28770983 606.50848389   9.66977857],[238.59382153 655.83938599  13.75662021],[250.3287971  691.09222412  17.12649733],[280.61163425 507.46089935   5.1576224 ],[297.31845975 632.24653244   2.87903538],[309.34153676 702.26320267   1.0958631 ],[318.1983304  752.08087921   1.48444075],[338.71755123 495.07936478   6.52036395],[356.11094713 607.24319458   4.36001055],[362.45790124 672.50169754   1.50950474],[365.56058407 720.49627304   0.93376901],[384.77615476 468.35987091  10.02556521],[399.4930172  558.38069916  14.32163123],[403.34310293 606.86004639  19.99891788],[401.79937363 646.74797058  25.20548187]
29,True,[2.94046090e+02 2.82284203e+02 3.79005760e-04],[188.18321586 342.5720787    9.48932491],[143.6269176  418.13409805  20.02033196],[156.02171659 507.17777252  32.11895071],[179.8958981  566.89624786  45.02228647],[215.87151468 501.80265427  10.90224121],[226.87154353 605.09502411  16.76621865],[239.06010747 655.117836    21.53948888],[250.37339151 691.04942322  25.3128098 ],[282.64971614 507.61894226   9.44502622],[297.90531635 631.16575241   8.91295306],[309.85484719 700.4864502    7.42141116],[319.42000151 750.92147827   7.76359901],[339.68765259 495.90419769  10.09445339],[355.71086884 605.76541901  10.03782224],[361.93989158 669.78601456   7.4198818 ],[365.8682549  717.11517334   6.65681463],[385.52980185 470.35297394  13.19931183],[400.01147747 557.86102295  20.28717019],[403.56506109 605.39646149  26.88490547],[402.08255053 644.65782166  32.29856953]
30,True,[2.95967592e+02 2.81178389e+02 3.75417953e-04],[189.98266697 339.09516335   3.17086492],[143.85339797 416.32238388  10.47934469],[156.77513838 506.65809631  19.62858997],[182.16327667 566.60373688  29.10714045],[215.88012457 501.47890091   5.58948336],[228.85292888 603.65249634   6.80293031],[242.19386637 653.51406097   7.51869891],[253.75577509 690.14774323   8.41685286],[282.55895019 507.65007019   4.35875477],[298.79092813 628.82898331   1.07300615],[311.19757175 698.04605484  -2.57288662],[320.57321191 748.12740326  -3.96398423],[339.69969034 495.68218231   4.17488432],[357.21822739 604.08348083   0.94513651],[363.86532068 667.78381348  -3.51344227],[367.71202683 715.23336411  -5.56562712],[386.03384256 469.15543556   5.68636324],[401.26639724 555.93933105   8.53465296],[404.95004654 603.53525162  12.80550286],[403.66322994 642.92226791  16.74188163]
31,True,[2.97313889e+02 2.79268570e+02 3.65781640e-04],[192.03825831 339.3543148   11.35641899],[147.08979964 415.53740501  23.00439544],[159.1246891  505.43758392  36.23420298],[183.71415138 565.04001617  50.22987038],[217.77674675 500.00810623  12.79944979],[230.5376029  603.10569763  21.26470663],[242.80679405 651.32761002  28.25375944],[253.43152821 685.80602646  33.16396818],[283.69403958 504.38867569  11.02022588],[300.90342522 627.6036644   11.32238578],[312.7381146  695.91104507  10.63777473],[321.59996152 745.74085236  11.44156035],[340.99133492 491.01980209  11.65897317],[358.35769415 601.35097504  11.71498977],[364.39552903 665.43125153   9.77549918],[367.42942929 713.18023682   9.49966382],[387.27344155 463.89212608  15.06047755],[402.78714538 552.60549545  22.469512  ],[406.55538082 600.53489685  29.41553146],[404.81441259 640.6014061   34.90689576]
