,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_193,42.1,18.5,6.6,62.6,84.4,37.2,72.3,80.7,45.4,78.2,75.8,48.1,79.4,63.7,50.5
angles for frame_194,42.5,18.3,7.4,63.1,90.4,37.7,73.0,82.4,46.7,78.8,76.0,50.0,79.6,64.2,52.3
angles for frame_195,44.4,19.1,8.7,63.1,95.8,41.8,72.9,85.5,51.3,77.3,80.0,55.3,77.4,70.6,60.3
angles for frame_196,42.5,18.3,9.8,63.8,103.9,42.7,74.4,87.3,52.6,77.9,79.6,55.8,76.0,71.8,61.0
angles for frame_197,36.3,16.3,10.8,59.9,98.2,47.8,73.4,86.7,58.6,75.4,82.9,61.4,73.2,76.0,66.1
angles for frame_198,40.5,15.4,18.0,60.8,98.0,47.7,75.4,86.6,59.1,78.0,82.5,60.1,76.1,76.9,64.5
angles for frame_199,38.5,13.9,19.5,60.8,97.8,48.3,76.7,87.8,58.6,79.2,84.4,59.9,77.1,77.8,62.5
angles for frame_200,38.9,14.5,18.0,61.8,99.4,46.5,77.9,88.0,58.2,80.2,84.7,58.9,77.5,78.7,62.0
angles for frame_201,36.7,13.2,18.5,61.9,101.7,48.3,77.5,88.9,59.5,79.7,84.6,61.0,76.7,77.4,64.1
angles for frame_202,37.5,14.9,13.0,63.1,102.4,47.6,78.0,89.2,58.7,80.3,85.1,60.0,77.0,79.7,62.0
angles for frame_203,40.3,16.0,14.7,63.9,101.2,47.4,78.2,86.9,60.3,80.1,83.4,60.7,75.9,77.3,62.8
angles for frame_204,41.4,15.3,14.1,64.1,100.1,47.0,77.8,86.1,59.5,79.8,82.8,59.6,76.3,77.1,62.0
angles for frame_205,39.9,14.3,13.4,64.5,101.3,46.8,78.4,87.3,59.1,80.2,83.6,59.4,76.1,78.0,61.5
angles for frame_206,40.0,15.3,10.1,64.2,104.6,46.3,77.4,90.2,58.9,79.9,85.5,61.4,76.7,79.1,64.0
angles for frame_207,41.6,16.6,8.8,65.1,101.6,49.6,78.1,87.8,62.8,79.7,85.0,62.9,76.3,78.6,65.0
angles for frame_208,41.6,16.0,8.2,65.0,104.5,48.7,77.8,87.3,62.1,79.4,82.7,63.8,75.2,77.3,66.4
angles for frame_209,36.9,13.0,7.6,64.7,104.2,47.4,79.5,91.1,58.2,81.5,87.8,59.4,79.0,80.1,60.6
angles for frame_210,39.5,13.9,8.6,65.3,102.2,46.5,79.2,90.6,58.5,80.9,87.3,59.4,77.4,80.4,61.7
angles for frame_211,40.7,15.7,8.4,64.7,101.9,49.1,77.6,88.4,60.9,79.5,83.5,64.5,75.4,77.7,66.5
angles for frame_212,38.7,14.7,8.3,63.1,100.4,45.5,78.4,88.6,59.2,79.9,85.1,59.9,76.7,77.5,62.8
angles for frame_213,40.4,15.5,8.7,64.2,98.2,45.8,76.8,86.2,57.9,79.3,81.7,61.2,78.2,73.2,65.2
angles for frame_214,41.1,18.6,11.2,59.6,91.6,47.1,74.1,85.1,59.7,77.4,81.2,62.6,75.8,74.6,68.0
angles for frame_215,34.4,16.4,11.3,52.0,77.5,43.5,65.9,74.7,47.0,73.8,71.2,46.6,73.9,57.7,42.9
angles for frame_216,32.9,17.6,11.0,51.6,60.7,38.3,63.3,66.1,38.3,69.1,64.8,40.2,71.6,46.8,34.7
angles for frame_217,30.5,17.5,9.0,51.3,48.2,22.1,64.7,53.0,25.0,65.2,53.3,26.1,62.8,41.7,21.6
angles for frame_218,30.3,20.7,6.1,49.3,39.2,23.8,58.9,44.8,25.5,59.6,46.7,21.0,58.2,39.7,19.4
angles for frame_219,27.9,21.0,10.0,37.7,20.3,15.2,45.6,27.6,21.1,43.3,32.0,16.2,43.0,25.4,12.3
angles for frame_220,24.7,21.6,13.2,32.0,12.6,11.5,40.4,16.7,15.3,35.8,23.5,16.2,29.5,19.7,11.3
angles for frame_221,24.3,21.7,13.8,27.3,10.5,11.6,31.2,15.3,10.8,27.4,18.2,14.5,21.7,14.6,11.5
angles for frame_222,23.1,17.0,16.1,22.5,9.4,13.8,25.6,15.7,10.4,22.6,18.7,12.9,16.2,15.5,8.5
angles for frame_223,21.1,20.4,14.1,10.1,13.1,9.5,7.6,16.9,8.0,7.7,14.8,8.1,7.9,14.3,6.0
angles for frame_224,18.7,17.4,16.2,14.6,9.3,8.3,9.5,12.7,6.8,7.6,13.0,6.8,4.2,12.5,5.8
225,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,
angles for frame_231,23.5,11.5,5.6,20.7,5.7,4.8,12.9,4.7,0.9,12.3,6.4,3.2,14.4,6.0,1.2
angles for frame_232,20.7,10.8,9.6,22.4,5.7,4.1,10.6,4.9,4.2,7.5,4.0,5.5,8.3,4.4,3.5
233,,,,,,,,,,,,,,,
angles for frame_234,21.2,14.4,6.6,23.6,8.1,4.5,12.4,4.0,2.2,10.1,8.3,1.2,14.0,8.4,1.7
235,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,
angles for frame_239,20.9,20.3,13.9,20.7,9.9,10.0,12.6,7.2,5.8,7.1,6.6,7.4,17.0,5.8,4.1
240,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,
angles for frame_246,23.6,23.0,7.6,27.5,7.3,8.6,15.9,4.2,5.9,11.4,4.9,7.5,19.2,6.8,5.2
angles for frame_247,23.7,20.8,7.2,25.9,11.7,10.4,15.8,4.8,5.9,9.9,5.4,7.7,17.5,7.6,4.5
angles for frame_248,20.2,20.3,5.6,28.9,8.5,8.9,15.7,3.1,5.4,7.2,2.5,6.6,16.4,5.4,4.6
angles for frame_249,20.5,21.9,5.3,33.4,4.9,7.6,17.5,5.8,5.0,12.2,6.6,6.6,21.6,7.5,6.3
250,,,,,,,,,,,,,,,
angles for frame_251,20.1,20.7,4.8,35.0,3.0,6.5,18.8,4.3,4.2,13.0,3.3,5.1,23.0,3.4,6.0
angles for frame_252,20.7,20.7,5.0,33.9,2.3,7.8,18.5,3.5,4.5,13.5,3.0,5.3,22.7,3.5,5.5
angles for frame_253,18.5,14.3,11.8,29.2,4.1,5.7,17.4,5.2,5.1,12.0,4.9,6.5,22.6,7.1,5.5
angles for frame_254,17.0,18.5,6.5,31.9,6.9,8.3,18.1,6.5,5.5,10.6,7.4,6.8,15.4,6.9,4.5
angles for frame_255,19.4,19.4,8.7,33.7,3.8,6.6,18.1,5.4,3.5,12.2,4.8,5.0,20.6,3.7,5.4
256,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,
angles for frame_259,27.4,18.9,9.4,15.0,10.2,7.6,8.5,9.9,6.5,10.7,10.0,7.5,14.3,9.0,6.9
angles for frame_260,29.0,17.6,7.5,15.5,12.4,10.1,12.5,12.7,10.1,14.2,12.4,9.7,15.1,9.3,9.3
angles for frame_261,27.1,17.7,6.8,16.1,18.0,11.2,16.9,15.0,11.4,18.4,14.2,11.8,19.2,11.1,9.7
angles for frame_262,27.7,16.8,6.2,19.1,17.9,13.3,20.2,18.5,14.4,23.0,17.4,14.3,23.1,14.7,12.0
angles for frame_263,28.6,20.8,4.5,26.3,24.1,19.7,27.8,28.5,21.1,30.4,26.9,21.1,32.8,20.7,17.6
angles for frame_264,32.0,20.1,4.8,25.9,28.3,23.9,27.9,34.3,25.5,32.1,31.7,23.7,35.4,25.4,21.3
angles for frame_265,34.8,22.9,4.3,29.4,27.8,31.3,34.4,34.7,27.6,37.6,32.3,26.3,42.8,31.5,24.8
angles for frame_266,35.2,22.8,4.8,25.6,24.3,31.8,34.9,40.2,29.2,38.1,44.5,25.7,44.3,42.2,25.2
angles for frame_267,37.5,21.0,10.9,31.1,35.8,45.3,43.8,45.9,32.9,46.1,54.0,27.7,57.6,48.6,25.0
angles for frame_268,35.5,23.5,9.4,27.4,33.1,43.4,42.5,53.3,32.1,45.9,60.0,26.7,57.1,51.9,27.2
angles for frame_269,36.4,24.9,11.8,27.1,37.5,43.5,37.7,60.4,34.6,41.9,68.1,30.7,53.0,58.4,33.6
angles for frame_270,38.3,24.1,10.7,26.1,45.3,46.2,38.2,63.2,38.8,45.4,72.5,35.5,54.7,60.9,37.8
angles for frame_271,36.6,20.4,15.8,33.4,65.8,38.4,46.9,68.6,37.6,53.5,74.5,35.9,65.6,57.8,37.3
angles for frame_272,36.8,17.7,20.4,36.9,64.2,36.8,51.4,71.9,35.9,57.8,74.9,35.2,66.0,58.1,38.5
angles for frame_273,36.3,18.0,19.5,32.1,62.6,36.3,53.2,75.3,36.7,60.0,77.2,36.7,67.0,58.1,41.6
angles for frame_274,36.6,18.6,20.5,38.5,73.7,35.0,52.6,77.9,35.7,60.3,79.4,34.7,68.4,58.0,39.5
angles for frame_275,34.9,18.2,19.4,49.6,76.4,33.7,61.3,78.4,35.2,68.9,76.8,36.1,73.5,61.2,40.0
angles for frame_276,35.5,17.7,21.1,55.0,77.6,33.2,64.8,76.4,35.9,71.0,73.4,36.3,76.2,56.4,37.8
angles for frame_277,33.4,16.4,17.7,58.0,75.4,34.6,65.4,73.8,35.4,71.2,70.5,35.8,75.2,54.5,33.9
angles for frame_278,32.5,16.3,17.7,59.8,75.0,37.4,68.4,69.7,37.2,73.8,65.9,37.7,76.2,51.8,34.5
angles for frame_279,34.2,16.8,18.8,63.3,80.1,37.7,69.2,73.9,40.1,73.8,70.2,40.9,76.1,57.8,38.7
angles for frame_280,34.6,19.1,17.7,60.4,80.4,37.1,69.3,74.3,38.6,73.7,71.5,38.9,74.1,57.6,37.5
angles for frame_281,34.7,18.7,19.3,59.9,84.8,36.9,68.7,79.2,41.2,73.6,76.5,42.0,73.5,59.7,42.0
angles for frame_282,37.4,19.7,14.6,62.1,82.0,39.8,69.9,76.6,42.5,74.5,75.3,43.2,75.6,61.6,44.0
angles for frame_283,41.0,21.9,17.3,54.9,75.0,46.1,68.0,79.0,51.3,74.0,78.4,51.1,76.2,65.5,53.4
angles for frame_284,41.9,19.7,7.9,57.9,90.7,42.9,69.4,84.1,49.1,74.6,81.2,49.7,75.4,71.5,56.4
angles for frame_285,42.0,18.3,7.2,60.9,91.3,41.9,71.9,84.1,50.0,74.4,82.7,48.3,74.3,71.5,54.0
angles for frame_286,44.4,18.0,7.1,59.4,93.2,42.0,70.3,83.9,50.8,74.3,80.5,52.0,74.6,69.8,58.0
angles for frame_287,42.2,16.2,8.0,58.6,97.7,45.0,72.2,85.6,54.6,76.6,81.4,57.1,75.7,75.5,63.0
angles for frame_288,40.2,17.4,7.0,60.4,89.9,49.4,74.6,82.1,59.3,77.3,83.1,59.1,75.7,74.8,61.7
angles for frame_289,39.7,16.5,9.7,59.9,98.5,50.4,74.5,86.1,62.7,76.9,84.5,65.0,73.6,78.1,66.4
angles for frame_290,39.0,17.1,12.7,61.8,100.1,52.2,76.6,86.1,63.4,78.9,85.4,64.8,77.0,78.3,64.9
angles for frame_291,39.9,17.1,13.0,57.7,98.9,49.6,74.8,87.0,61.8,78.6,83.4,65.4,75.9,78.8,65.9
angles for frame_292,40.6,16.0,12.8,59.6,99.4,48.6,76.0,88.0,62.1,79.3,84.8,66.1,76.2,79.4,66.3
angles for frame_293,41.0,15.3,11.7,60.9,98.9,49.0,76.9,87.6,62.4,80.0,85.2,67.1,76.8,79.2,66.9
angles for frame_294,42.1,18.1,13.4,61.1,96.0,50.6,76.8,85.2,63.1,79.4,85.7,64.2,75.5,81.0,62.1
angles for frame_295,44.3,16.9,12.0,66.6,103.5,50.5,79.3,87.0,64.6,81.6,84.4,69.6,77.8,78.5,71.6
angles for frame_296,40.4,17.2,11.8,62.0,104.4,45.1,77.9,90.6,56.2,82.0,86.3,62.4,80.0,79.3,65.4
angles for frame_297,41.5,16.8,13.2,63.6,104.4,47.1,78.4,90.1,60.0,81.3,86.3,64.7,78.8,79.7,67.4
angles for frame_298,41.7,15.1,10.5,64.4,104.1,47.0,79.1,88.0,60.9,81.9,83.0,67.8,78.4,79.0,69.3
angles for frame_299,43.6,16.8,7.7,64.7,106.4,49.3,76.8,91.6,61.1,79.4,87.9,65.0,76.8,79.7,69.4
angles for frame_300,38.2,17.7,6.5,65.0,102.6,45.3,78.5,89.0,58.4,80.2,84.9,59.0,77.7,77.3,62.0
angles for frame_301,34.7,19.9,5.0,62.0,103.2,50.2,76.2,88.7,63.6,78.8,83.8,64.2,78.1,74.5,65.4
angles for frame_302,31.5,21.8,8.9,57.1,102.3,50.6,72.8,88.3,63.4,77.0,83.1,63.0,77.9,73.2,64.0
angles for frame_303,31.3,24.5,23.9,49.9,95.2,47.0,67.0,86.4,60.2,76.3,83.4,57.2,79.5,69.1,53.7
angles for frame_304,29.1,24.2,28.7,48.0,100.5,43.2,64.0,89.6,51.1,74.8,87.8,48.4,80.4,75.7,49.7
angles for frame_305,30.4,26.7,38.5,43.5,113.5,40.8,59.4,102.5,52.8,71.4,97.8,52.3,79.0,90.8,53.7
angles for frame_306,30.0,27.4,37.7,42.4,114.4,35.6,55.0,104.3,46.3,67.8,99.9,45.6,77.3,92.2,49.2
angles for frame_307,32.5,28.4,26.5,39.5,107.7,34.8,44.6,102.6,43.2,61.3,102.9,41.2,77.4,96.4,47.5
angles for frame_308,37.1,23.9,27.1,32.2,135.8,31.1,36.2,118.4,40.7,53.5,114.0,37.6,72.2,104.7,50.4
angles for frame_309,36.5,22.4,27.7,32.5,137.7,30.0,26.6,127.3,34.9,45.5,119.5,34.9,67.6,110.5,42.8
angles for frame_310,41.5,19.9,24.0,41.8,143.2,16.7,30.9,133.0,23.6,43.6,122.4,27.8,67.5,115.1,30.5
angles for frame_311,40.4,20.4,24.1,45.2,155.2,17.1,32.1,149.6,16.9,35.5,134.2,20.7,60.3,127.4,20.2
angles for frame_312,39.7,23.8,22.8,48.2,148.6,20.7,34.5,154.2,16.0,31.4,140.7,16.2,55.7,136.0,13.1
angles for frame_313,38.8,20.9,25.9,49.7,139.4,31.0,38.2,147.4,22.2,33.8,137.0,19.5,53.1,132.5,10.8
angles for frame_314,41.2,21.9,24.3,51.5,131.7,37.8,42.3,143.2,26.8,35.9,137.1,21.0,50.9,136.9,10.0
angles for frame_315,41.5,22.9,26.0,55.4,127.3,42.0,44.9,141.6,30.3,35.8,137.9,22.7,47.2,141.0,10.3
angles for frame_316,40.5,24.1,26.8,56.1,129.4,39.9,45.4,141.6,29.4,37.1,136.6,22.4,49.4,139.0,9.8
angles for frame_317,41.3,25.2,28.2,55.9,127.6,40.1,44.8,142.0,28.3,34.3,140.2,20.9,44.0,146.6,8.9
angles for frame_318,40.1,25.0,29.1,57.3,124.1,43.3,46.1,138.4,30.1,36.0,137.2,22.6,44.9,144.3,9.7
angles for frame_319,37.3,23.0,30.2,56.4,128.6,40.0,45.5,138.1,30.5,36.6,135.0,23.9,49.0,138.2,9.8
angles for frame_320,40.2,23.5,27.6,57.5,124.4,42.2,46.2,136.0,31.9,37.3,133.1,24.1,49.7,137.6,10.3
angles for frame_321,40.5,22.3,25.7,58.7,120.7,45.9,48.2,131.8,34.7,40.4,128.0,27.0,54.1,130.1,12.3
angles for frame_322,40.1,23.0,27.5,58.8,122.0,43.4,48.0,132.0,34.2,39.3,128.9,26.8,51.7,132.9,12.5
angles for frame_323,39.7,22.9,27.7,58.6,122.6,43.2,48.3,131.8,34.8,39.1,128.6,26.9,51.2,131.2,12.6
angles for frame_324,39.8,22.8,28.8,57.0,125.9,40.5,45.4,134.6,32.7,36.0,131.3,24.9,51.4,132.1,10.5
angles for frame_325,39.4,22.8,30.7,55.5,125.8,39.1,44.9,134.0,31.3,36.8,129.8,25.3,52.7,129.9,12.7
angles for frame_326,39.7,23.0,27.8,58.5,124.3,40.9,47.3,132.5,32.5,39.6,127.8,26.2,54.1,129.1,12.2
angles for frame_327,41.0,22.2,27.7,58.5,123.5,40.4,47.7,130.5,32.5,40.7,125.3,27.1,55.8,125.6,13.1
angles for frame_328,40.0,21.2,29.6,56.3,124.8,34.4,44.7,131.2,28.5,37.3,125.2,25.6,56.3,122.4,11.3
angles for frame_329,39.7,21.8,28.4,55.1,122.1,36.9,42.7,131.7,29.0,35.2,125.6,26.1,56.4,119.6,14.1
angles for frame_330,41.6,21.5,25.4,54.3,129.6,34.9,41.4,133.6,29.5,34.6,125.8,25.8,56.3,120.7,12.8
angles for frame_331,38.3,21.3,27.9,54.1,139.2,27.3,38.4,138.7,24.5,30.0,128.1,23.9,55.7,121.1,12.1
angles for frame_332,38.4,20.9,27.2,53.8,133.0,31.4,40.2,136.1,26.8,32.0,128.2,23.9,54.9,122.9,10.8
angles for frame_333,41.2,21.1,25.3,56.7,129.8,34.3,41.4,134.0,28.6,31.4,127.5,25.1,55.2,122.6,10.1
angles for frame_334,43.2,19.7,25.7,55.7,130.9,31.5,42.3,131.6,28.5,33.7,124.3,25.6,58.6,115.9,12.3
angles for frame_335,37.5,21.7,27.4,54.0,138.9,23.4,39.7,136.9,21.0,32.8,124.7,23.9,59.2,114.5,14.7
angles for frame_336,34.9,20.2,24.9,55.9,134.0,26.9,40.9,132.8,23.2,34.2,122.7,24.9,61.8,111.1,11.5
angles for frame_337,37.3,19.6,29.0,53.4,137.0,27.3,39.1,136.2,24.1,33.3,123.5,25.4,63.4,109.7,13.8
angles for frame_338,38.5,18.3,27.2,53.4,128.7,28.9,40.8,129.7,25.2,37.4,117.7,27.5,66.5,102.7,13.6
angles for frame_339,35.9,18.8,27.0,54.3,129.7,30.0,39.8,130.9,24.5,37.2,117.8,27.6,68.5,101.9,12.2
angles for frame_340,38.1,21.2,27.4,55.7,133.1,21.8,40.9,129.4,21.8,36.9,117.7,27.2,66.4,104.9,14.9
angles for frame_341,39.4,19.1,24.6,54.8,136.3,25.3,39.8,130.8,23.8,38.0,116.2,28.3,70.8,99.2,15.4
angles for frame_342,38.9,18.7,28.1,56.5,119.9,27.0,43.0,122.8,25.0,42.9,110.6,30.6,71.6,96.0,17.7
angles for frame_343,41.1,19.1,24.7,56.2,125.0,27.9,42.3,127.7,24.3,40.2,116.9,27.5,69.7,103.5,15.7
angles for frame_344,39.2,21.6,24.1,54.4,140.9,23.8,38.5,138.7,20.8,30.2,126.6,23.3,62.7,109.1,15.0
angles for frame_345,37.5,20.9,27.1,54.6,137.5,24.5,39.5,134.8,22.3,30.6,124.4,24.8,59.5,110.9,14.5
angles for frame_346,37.9,20.9,26.0,55.9,136.3,25.4,41.0,134.1,22.9,31.2,124.6,24.6,59.0,111.7,13.7
angles for frame_347,39.2,21.9,22.5,55.7,138.9,24.8,40.0,137.0,21.4,31.1,126.1,23.5,60.7,111.5,12.4
angles for frame_348,38.3,21.1,24.5,55.4,138.0,23.6,39.0,134.5,21.9,33.5,121.9,25.1,64.8,106.1,13.4
angles for frame_349,38.3,19.3,26.8,54.9,131.6,30.4,41.3,132.2,26.6,35.4,121.7,26.4,61.3,108.8,12.7
angles for frame_350,38.9,20.5,26.7,56.4,129.3,30.3,42.9,131.1,26.3,35.7,122.2,26.5,57.9,117.0,12.6
angles for frame_351,37.2,21.5,23.8,56.4,132.0,32.7,42.5,136.7,25.9,33.3,128.8,22.8,51.1,126.6,10.0
angles for frame_352,40.0,22.3,16.0,51.5,136.9,31.8,37.0,147.7,21.0,28.7,141.4,17.7,40.8,144.5,9.4
angles for frame_353,30.5,23.4,15.3,42.8,31.6,122.2,31.0,149.1,21.4,24.5,143.9,14.4,37.2,143.1,11.8
angles for frame_354,31.5,21.9,9.7,42.3,28.6,120.0,30.5,121.8,41.5,27.4,130.9,21.2,41.3,121.4,22.2
angles for frame_355,31.3,19.6,7.5,39.5,34.2,114.6,27.4,100.6,57.5,26.8,121.4,26.4,41.7,110.2,28.1
angles for frame_356,27.6,17.7,19.5,32.8,22.1,46.5,23.0,31.6,62.4,23.7,42.5,46.3,35.4,35.9,37.4
angles for frame_357,28.6,14.9,25.5,26.5,12.2,8.9,17.6,11.6,5.8,17.8,13.7,12.2,26.2,17.4,17.8
angles for frame_358,28.4,17.9,18.6,22.5,7.6,6.9,15.4,4.1,2.5,15.0,4.3,4.1,19.4,11.7,8.4
angles for frame_359,28.2,18.0,8.5,17.0,5.6,5.4,12.4,1.2,2.1,10.8,0.7,3.4,8.3,9.8,7.5
angles for frame_360,26.8,7.9,7.7,4.5,3.4,4.2,8.4,0.9,3.1,9.2,1.1,4.5,9.3,7.7,7.2
angles for frame_361,26.6,4.8,8.8,2.5,3.3,4.0,6.9,2.0,3.2,6.0,3.0,5.0,9.7,6.5,8.1
angles for frame_362,23.4,3.2,9.9,3.9,2.7,3.9,3.9,0.7,4.0,3.8,0.8,5.8,10.2,7.0,7.2
angles for frame_363,28.4,2.0,12.8,3.4,2.4,3.0,7.6,1.8,3.1,6.5,3.9,5.3,10.2,5.6,7.3
angles for frame_364,26.3,1.6,11.4,5.2,0.6,2.6,5.6,1.6,3.2,3.8,3.9,5.3,11.5,4.5,7.6
angles for frame_365,24.3,1.0,10.9,4.3,1.0,2.8,4.3,1.7,3.0,3.1,3.0,5.4,11.6,4.2,7.5
angles for frame_366,24.8,2.7,11.5,3.8,0.6,2.5,4.7,2.0,3.2,4.2,3.9,5.3,11.0,4.2,7.4
angles for frame_367,23.6,3.3,11.3,4.2,1.1,2.6,5.4,1.8,2.9,5.3,3.9,4.9,9.7,4.6,7.1
angles for frame_368,22.9,3.9,12.3,3.5,1.0,2.0,4.8,1.9,2.8,5.7,3.5,4.9,10.4,4.2,6.7
angles for frame_369,22.9,4.4,14.1,4.4,2.4,1.7,4.5,2.3,2.3,6.3,4.1,4.7,10.3,3.4,6.8
angles for frame_370,22.2,4.2,14.5,3.2,1.2,1.8,3.6,1.9,2.9,6.2,3.9,4.8,10.8,3.3,6.8
angles for frame_371,21.9,4.1,13.6,3.7,1.1,1.7,3.5,2.2,2.5,5.8,3.9,4.6,11.2,3.2,6.8
angles for frame_372,22.2,3.8,15.5,4.1,1.3,1.5,3.0,1.8,1.9,5.6,4.5,3.6,11.4,2.7,5.5
angles for frame_373,21.8,3.7,15.3,3.2,1.0,1.6,3.9,2.1,2.3,6.4,4.3,4.1,11.5,3.0,6.5
angles for frame_374,21.6,3.5,14.7,3.5,0.8,1.9,4.4,2.3,2.7,6.7,4.0,4.4,10.8,3.3,6.9
angles for frame_375,22.2,4.0,14.2,3.2,1.1,1.7,3.9,1.9,2.4,5.9,4.1,4.6,11.0,3.1,6.9
angles for frame_376,22.4,5.1,13.2,4.9,1.8,1.8,3.8,1.8,2.5,5.2,3.7,5.0,10.7,3.9,7.6
angles for frame_377,22.2,4.2,13.7,4.3,1.3,2.0,4.2,1.9,2.5,5.4,3.5,4.8,10.2,3.7,7.4
angles for frame_378,23.0,5.1,13.6,4.1,1.8,1.8,4.6,1.9,2.5,5.7,3.5,5.0,9.6,4.2,7.3
angles for frame_379,22.5,5.1,12.5,3.4,1.6,2.0,4.8,1.6,2.6,5.8,3.3,5.0,9.4,4.2,7.3
angles for frame_380,22.3,4.1,12.3,3.5,1.5,2.3,5.1,1.2,3.0,5.5,2.9,5.2,9.3,4.5,7.6
angles for frame_381,21.8,3.6,13.0,4.4,1.5,2.6,4.8,1.4,2.9,6.0,2.8,5.0,8.9,4.1,7.3
angles for frame_382,21.6,3.4,12.3,4.6,1.5,2.9,4.3,1.0,2.9,5.4,2.5,4.9,9.0,4.3,6.9
angles for frame_383,21.6,2.7,12.3,3.4,1.1,2.7,4.3,1.4,3.0,5.3,2.5,5.0,8.2,5.1,6.8
angles for frame_384,22.8,1.9,10.7,3.3,0.8,2.9,5.2,1.8,3.1,6.2,2.3,4.8,7.6,5.5,6.6
angles for frame_385,22.9,1.1,9.7,3.4,1.5,3.1,5.1,2.0,2.9,6.5,2.6,4.7,7.5,5.7,6.3
angles for frame_386,23.5,2.0,11.3,3.7,1.3,3.0,4.3,0.9,3.3,5.1,2.1,5.3,8.4,4.6,7.4
angles for frame_387,24.8,1.6,11.6,3.2,0.8,2.2,4.2,1.7,2.6,4.6,3.1,5.0,9.1,3.9,7.4
angles for frame_388,23.0,1.1,11.7,3.1,0.9,2.0,3.4,1.3,2.6,4.8,2.7,5.1,9.1,4.5,7.8
angles for frame_389,23.0,1.7,10.0,4.0,1.6,2.4,4.2,1.5,2.8,4.9,2.4,5.3,8.4,4.4,8.1
angles for frame_390,24.2,1.9,10.6,1.6,1.1,2.9,4.2,1.6,2.8,5.0,2.7,4.9,7.7,4.5,7.0
angles for frame_391,25.1,3.1,9.0,2.1,1.8,3.2,6.1,1.4,2.8,6.2,2.7,4.8,7.3,5.2,7.2
angles for frame_392,27.0,7.1,8.2,6.4,3.2,2.7,7.0,1.6,2.3,6.4,3.7,3.8,5.3,6.4,7.0
angles for frame_393,28.0,9.0,3.8,12.1,4.0,3.6,9.3,1.9,2.5,7.3,3.1,4.0,4.8,6.8,6.9
angles for frame_394,28.7,15.0,7.8,19.5,4.0,4.1,13.2,0.2,2.4,9.8,1.6,3.3,7.8,7.9,7.3
angles for frame_395,29.8,19.4,8.3,24.2,6.8,5.0,15.6,1.5,2.4,11.5,0.2,3.5,11.4,9.9,8.2
angles for frame_396,29.8,14.7,13.8,31.0,10.2,9.0,19.4,8.3,4.4,13.8,7.5,9.3,21.3,16.0,20.9
angles for frame_397,29.4,17.5,21.0,29.5,9.1,11.8,15.5,11.4,9.2,12.8,16.3,15.6,25.6,24.2,33.4
angles for frame_398,31.4,18.5,21.6,31.4,18.5,55.3,19.8,26.1,60.6,18.1,41.3,54.3,32.0,41.5,48.5
angles for frame_399,33.0,18.9,22.5,31.4,32.4,94.6,21.9,40.9,84.8,22.4,63.1,54.7,36.8,63.3,49.1
angles for frame_400,33.0,18.1,19.0,30.8,58.5,103.1,20.8,105.2,56.6,20.5,124.8,24.0,37.2,110.9,27.7
angles for frame_401,32.2,17.4,19.2,33.4,50.9,114.8,20.8,120.4,42.2,19.2,129.5,19.4,35.7,112.1,26.9
angles for frame_402,34.6,18.7,10.9,34.7,69.3,102.4,21.2,146.9,22.6,16.5,142.0,11.6,33.6,123.1,21.7
angles for frame_403,35.0,20.2,12.3,39.3,136.3,41.5,24.5,158.2,15.9,18.8,146.1,11.4,34.8,132.4,18.7
angles for frame_404,32.9,23.3,13.7,43.5,110.4,62.6,28.3,147.4,26.4,21.2,143.5,16.4,36.8,135.6,14.3
angles for frame_405,32.5,22.9,11.0,44.9,104.4,63.9,30.5,144.5,25.4,22.3,141.9,16.3,36.0,135.0,15.1
angles for frame_406,30.9,22.8,17.1,45.7,122.4,46.7,30.0,146.6,22.4,22.3,140.0,17.0,37.1,131.9,16.7
angles for frame_407,31.0,24.1,19.2,45.3,97.4,69.6,29.9,140.5,28.8,22.3,137.4,20.6,37.8,130.9,18.0
angles for frame_408,31.3,22.4,18.1,48.3,141.8,28.8,30.3,150.8,17.2,19.7,141.7,15.1,35.2,133.8,13.7
angles for frame_409,32.2,22.3,19.1,48.3,128.0,37.4,29.4,150.3,15.1,19.9,140.8,13.9,37.6,131.4,15.5
angles for frame_410,32.0,22.2,17.1,49.1,132.7,33.4,31.8,146.5,19.4,22.0,138.7,15.3,38.2,130.3,13.3
angles for frame_411,31.5,21.7,18.1,46.7,123.4,40.6,29.4,145.5,20.0,19.7,138.5,16.1,36.6,129.3,15.4
angles for frame_412,32.3,22.5,18.7,47.2,124.3,40.2,29.2,149.2,16.4,18.8,140.9,13.7,36.8,131.1,14.6
