,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_51,28.2,71.1,60.3,28.4,143.5,5.7,21.2,151.8,23.6,25.0,156.8,33.5,39.4,143.5,32.3
angles for frame_52,28.0,71.0,59.6,28.8,142.9,5.1,22.1,151.0,20.9,25.5,156.4,31.4,39.4,143.8,31.5
angles for frame_53,26.7,71.3,59.9,27.9,143.4,6.6,21.6,151.3,25.2,26.2,155.2,36.7,40.5,143.0,34.0
angles for frame_54,30.0,68.0,56.2,29.4,141.5,6.3,21.2,152.5,23.9,25.7,156.3,38.0,41.8,143.0,37.2
angles for frame_55,31.3,68.4,54.3,28.3,144.8,3.2,19.4,153.5,23.5,24.2,156.7,35.3,44.1,140.4,36.2
angles for frame_56,30.4,67.6,52.0,32.1,140.7,6.8,20.5,154.0,22.3,24.2,157.5,38.7,40.3,143.9,38.2
angles for frame_57,30.8,68.7,55.0,29.7,142.0,7.1,20.5,153.7,26.6,25.6,156.6,41.9,42.2,142.4,40.1
angles for frame_58,27.9,69.2,52.5,27.8,142.3,7.6,19.1,151.4,28.2,25.0,154.8,39.7,46.2,138.2,41.5
angles for frame_59,29.1,68.8,51.4,28.5,142.1,5.6,19.7,151.7,24.4,24.6,155.9,36.5,43.9,140.6,37.8
angles for frame_60,29.6,66.5,49.0,29.3,141.2,4.5,19.6,151.1,19.8,25.3,153.9,32.5,46.9,138.5,40.1
angles for frame_61,29.7,66.6,52.9,30.2,141.4,4.5,19.0,153.6,20.4,24.2,155.6,34.4,44.1,139.9,38.8
angles for frame_62,28.8,68.4,55.4,29.7,141.3,6.4,19.9,153.2,22.3,24.3,156.3,36.1,42.7,140.9,38.4
angles for frame_63,30.4,68.4,55.8,28.3,141.8,7.4,20.9,152.9,25.8,25.7,156.3,40.2,42.7,142.2,40.5
angles for frame_64,27.4,69.5,59.5,27.1,141.0,9.5,22.6,148.9,27.5,29.8,150.8,40.7,45.9,139.4,41.0
angles for frame_65,27.6,70.0,57.8,26.8,142.0,8.0,22.6,148.9,24.5,29.6,150.9,36.9,44.8,140.1,37.0
angles for frame_66,28.1,70.1,60.5,26.8,142.5,8.7,21.4,150.7,24.5,27.4,152.8,36.0,44.1,139.4,36.4
angles for frame_67,26.9,69.6,62.2,27.5,141.5,9.7,22.2,149.4,28.4,28.0,152.6,39.2,43.3,140.3,37.5
angles for frame_68,28.0,69.6,60.7,27.2,142.3,7.5,21.5,150.4,23.9,26.2,154.2,33.9,41.7,141.4,34.1
angles for frame_69,26.6,67.0,58.3,27.0,140.3,9.0,19.7,150.7,19.9,25.1,153.1,29.3,43.9,136.7,32.9
angles for frame_70,27.8,66.8,51.6,26.9,143.0,6.0,18.5,153.8,13.6,20.9,157.7,24.4,36.9,143.3,28.3
angles for frame_71,28.0,65.2,51.0,28.3,142.9,4.9,19.3,152.7,10.2,19.1,158.4,19.8,32.2,146.7,24.6
angles for frame_72,27.6,64.0,45.6,28.9,140.3,4.0,21.9,149.1,14.3,25.0,154.3,24.7,34.9,145.3,25.7
angles for frame_73,24.3,58.6,41.9,32.9,133.9,1.8,25.7,145.7,14.1,28.3,153.2,26.3,35.8,145.8,26.1
angles for frame_74,20.8,51.9,37.9,31.2,131.0,7.0,24.8,143.4,10.8,25.7,153.4,18.8,32.4,146.7,19.7
angles for frame_75,19.5,48.4,37.4,29.3,130.3,9.6,24.4,142.1,10.3,24.1,155.1,16.0,31.7,149.5,17.8
angles for frame_76,19.5,44.1,29.8,31.8,125.8,12.2,25.1,139.9,11.1,25.2,153.5,15.3,33.5,146.6,17.9
angles for frame_77,18.4,35.8,34.1,31.9,122.8,17.3,21.8,139.6,12.9,18.9,155.0,12.5,25.4,148.3,15.9
angles for frame_78,20.3,35.4,19.4,30.3,89.8,49.1,21.1,133.0,19.5,19.2,148.5,16.6,27.2,139.7,20.5
angles for frame_79,23.9,34.0,14.1,31.1,62.8,72.9,19.5,112.0,39.0,15.9,137.9,24.7,24.6,126.1,30.4
angles for frame_80,25.1,32.1,4.9,31.3,30.7,73.8,21.1,68.4,73.3,20.1,91.6,58.5,22.5,90.8,59.1
angles for frame_81,26.7,29.7,1.3,24.5,18.3,33.1,19.8,33.3,86.2,21.0,47.6,91.8,23.8,45.1,85.5
angles for frame_82,24.2,26.5,2.7,16.4,22.2,7.1,17.5,28.2,31.0,24.6,40.2,72.6,31.0,38.9,68.4
angles for frame_83,25.5,25.0,0.4,13.4,18.2,1.1,14.1,21.8,10.8,22.2,32.1,45.2,28.6,34.1,49.7
angles for frame_84,24.2,22.3,1.1,12.8,16.4,2.2,12.0,16.4,4.8,18.2,19.4,15.5,22.3,20.4,25.7
angles for frame_85,25.3,16.9,2.7,11.2,14.2,2.6,9.4,13.5,2.2,15.3,10.8,8.7,19.2,13.1,14.8
angles for frame_86,24.0,13.1,0.6,10.1,11.8,2.5,8.0,11.7,2.0,14.4,7.5,6.2,19.8,8.8,9.8
angles for frame_87,24.1,10.9,1.1,8.9,10.7,2.9,7.2,11.0,1.3,12.8,7.8,4.8,17.8,8.2,7.6
angles for frame_88,23.0,9.2,3.1,9.2,9.6,3.7,6.9,9.8,1.4,13.2,6.8,4.6,17.3,7.8,6.8
angles for frame_89,21.9,9.0,4.6,9.6,9.4,3.9,6.7,9.7,1.5,13.2,5.9,3.9,16.4,7.0,5.7
angles for frame_90,20.4,7.9,5.4,10.1,8.8,3.6,7.3,9.7,1.8,12.4,6.5,4.3,13.8,7.0,6.3
angles for frame_91,19.1,8.0,5.2,10.7,8.6,3.4,7.1,9.8,1.5,12.4,6.1,3.8,12.5,6.2,5.9
angles for frame_92,19.4,5.7,6.5,10.3,8.3,2.7,6.2,9.8,1.4,11.5,6.6,3.6,10.9,6.2,6.5
angles for frame_93,19.2,4.3,8.2,11.3,8.7,2.4,6.3,10.2,1.0,12.0,6.4,3.5,10.8,4.9,6.0
