,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_0,26.030906290170275,68.1742967113172,43.74703039098115,31.785994768801967,79.86858447290808,70.29447293676922,33.03042878148133,143.76077256838227,16.81458690963816,43.44436771656295,140.94242014568925,29.665127059190716,43.92884719223587,142.24847159270223,27.479463926419147
angles for frame_1,30.220322971779982,72.87080653924478,57.42765537792115,35.33673390515537,90.75664277505409,55.055750338611674,35.75289969234668,139.9380520870657,18.661958532915474,42.04780368262377,143.51865024963462,29.55870362827094,36.79296705597792,148.69417686033105,28.56840736435569
angles for frame_2,30.144855255807126,71.91340066124833,59.11109747451645,35.26709853331525,104.81807746271777,42.451528023852696,35.50660135409014,140.41193146254233,18.041476331529125,39.81155216411126,145.09952660990925,27.3297517824525,35.63419359518055,148.9185197988545,25.63883830494811
angles for frame_3,31.15416923784939,72.11474136168422,57.7743437980085,35.74124505066933,107.82284632980513,38.149051092362036,35.776603445780395,139.45163563205944,19.15291560356736,40.81018830036668,143.66437907430938,29.601146173220258,36.541848524404074,148.3161267412967,27.305975666208408
angles for frame_4,32.41983916918836,72.8711277654667,58.259604504968216,36.29584551275945,118.8559661155846,25.994060706401484,36.35418228264564,138.64987598169068,20.43113565062542,41.643470313261375,142.2930311109411,32.97857455004273,36.22161125628942,148.2197326816191,30.104232837719128
angles for frame_5,32.31211888956025,72.22356247159429,59.44395465249821,35.9848333602086,115.91200279644384,29.653057193301112,36.0959068801128,139.1006210619678,19.493277449914462,40.86437593556946,143.22211403234954,30.818501251369565,35.74927919404563,148.60459846947597,28.390803924090715
angles for frame_6,31.87023031229559,72.41443211891765,57.858899727083156,35.93190344159745,115.83406532167615,28.892594142657973,36.274067010712635,138.3474539031499,19.250549749954285,40.86283802333595,142.9167203503035,30.483283097065055,35.90378892475605,148.5702622313295,28.054737453593482
angles for frame_7,33.18237534906903,72.05813867538332,59.42657321976314,35.92230072580004,119.56864134609859,26.117041001784653,35.762526937320104,139.40075067501604,20.3310233691977,40.800056717518885,143.28100474879727,32.41229290717513,36.047144820025686,148.63213314718735,29.51706278803059
angles for frame_8,31.83467503605297,73.05045972766169,57.819211808861866,35.56246121336941,117.48001262877436,27.82976558851904,35.77065926710506,138.87302602516152,19.923328403231668,40.87551742778455,142.77711867830956,32.12347380871139,36.89141898216923,147.50812356449313,29.884426546431044
angles for frame_9,32.38917115387794,73.69997739325768,56.97081485815684,35.406361644609845,120.56951293871367,24.72396201716116,35.50586108015719,138.96892908090066,20.23423670536834,40.72589865834311,142.62693197376782,33.3029830460294,36.428502834915506,148.03377928479375,30.9642605664026
angles for frame_10,30.054125970475248,74.06516459315122,55.510663246214,34.8994054225904,115.9865247137393,30.027842121726948,35.042960266031024,139.86709803958195,19.616872525066785,41.34586345342388,142.76604498007367,31.722428092441376,37.19208866193452,147.8438467992831,29.99576554028074
angles for frame_11,34.44667318284617,73.4032763791395,61.1408038875738,35.496758974562226,129.20627731690448,16.333268486526915,34.31950134001717,140.28490868686868,21.663102824389433,39.28770287935953,143.88161732289942,34.23852521712771,32.742762956032344,151.1638252622683,29.313451583668606
angles for frame_12,32.656330490608106,74.00743329879964,60.80576479132412,35.18896149465931,127.7681520162172,18.37479117472615,33.69110756903334,141.16077521376954,21.071483392336347,38.92873209877234,144.71333999198143,32.423806694948134,30.503139439369647,153.01701070177597,26.913434033667894
angles for frame_13,33.07556055566301,72.59588042870267,63.091041896749715,34.920278723825255,126.82264613111316,19.019256399970637,34.512064463947354,140.29158521041515,21.398364280268254,41.01856902594642,142.2734623623445,33.79703390135474,33.20867724062782,150.44023354619986,28.435635022975084
angles for frame_14,32.75003343201886,69.24410434883777,63.762707797386064,36.31275218949795,121.73225545948216,22.51370908544467,34.97606359095499,142.326645651899,18.804828541624474,37.71194729093774,148.24311347025252,28.20006334152183,30.140776441593484,152.01301062830396,24.277590686950788
angles for frame_15,33.735621258525065,67.46705859743929,61.45782774642301,35.195730862765124,130.60262931941963,13.194340985989141,34.12244472257693,141.97952644728247,18.40732194816952,35.64718813152104,150.94359029315757,27.59483648967652,26.864701515234145,157.21387781837916,22.011143038528747
angles for frame_16,30.967595472060445,66.11529211922979,57.518041863644264,31.764840524429637,132.33082016714064,12.807312957197318,30.16001671460114,144.57059633642274,15.199971728702865,29.188148085564826,156.41435210191608,20.615237685736616,23.7659288861589,157.94153914436092,17.014927551888942
angles for frame_17,29.35835205405722,64.88509515739834,45.965394379280696,28.743363002895506,136.7038625393425,10.343740162403263,23.62164476968606,147.73165603939864,12.712237808914107,25.589958858461998,156.1395964222622,16.375154673844634,25.65123497257457,158.11037944927983,14.756911629457191
angles for frame_18,25.841615776358232,42.68624068691799,42.936373844497574,29.483931615494825,79.48371732254182,63.65261601256096,23.211332352741877,143.43899996530092,22.33095031604148,25.619161589337647,158.37130405397576,13.609166227734619,25.18234926669553,160.6501414104239,8.75554043155318
angles for frame_19,31.194098946522782,33.132902614251186,45.23136263859519,26.381183223555272,116.14058673094489,31.2123200109682,21.83689853348485,140.49349801924237,20.546176547769733,19.800142956265237,158.34703657683082,13.313612088217225,19.22901283018925,160.98480714677262,8.895691249220613
